PlotID,Block,PlotName,Location,SiteNum,RowNum,ColNum,Position,CropName,CropTrt,Year,Month,Day,SamplingWeek,SamplingDate,Hght_w4_mm,Hght_w4_mm,Hght_w4_mm,Chloro_w4_CCI,Chloro_w4_CCI,Chloro_w4_CCI
23,1,VF_SHVB-4,VF,1,4,5,145,VB,SHVB,2019,12,3,4,12/3/2019,120,70,110,14,8.7,26.4
24,1,VF_SSVB-4,VF,1,4,6,146,SS,SSVB,2019,12,3,4,12/3/2019,120,100,80,5.9,5.9,4.5
24,1,VF_SSVB-4,VF,1,4,6,146,VB,SSVB,2019,12,3,4,12/3/2019,80,120,140,22.8,10,10.4
25,1,VF_SHVB-5,VF,1,5,1,151,SH,SHVB,2019,12,3,4,12/3/2019,200,180,100,11.8,12.3,10.7
25,1,VF_SHVB-5,VF,1,5,1,151,VB,SHVB,2019,12,3,4,12/3/2019,80,70,100,38.7,8,46.1
26,1,VF_SHSS-5,VF,1,5,2,152,SH,SHSS,2019,12,3,4,12/3/2019,200,140,90,17.2,11.5,12
26,1,VF_SHSS-5,VF,1,5,2,152,SS,SHSS,2019,12,3,4,12/3/2019,100,80,80,6.4,3.4,5
27,1,VF_SS-5,VF,1,5,3,153,SS,SS,2019,12,3,4,12/3/2019,90,40,80,5.2,1.9,3.5
28,1,VF_SSVB-5,VF,1,5,4,154,SS,SSVB,2019,12,3,4,12/3/2019,50,50,70,4.8,5.1,4.9
28,1,VF_SSVB-5,VF,1,5,4,154,VB,SSVB,2019,12,3,4,12/3/2019,100,60,80,19.8,27.9,29.2
29,1,VF_SH-5,VF,1,5,5,155,SH,SH,2019,12,3,4,12/3/2019,220,160,70,13.4,12.5,10.3
30,1,VF_VB-5,VF,1,5,6,156,VB,VB,2019,12,3,4,12/3/2019,160,80,150,32.7,19.1,16.3
31,1,VF_SSVB-6,VF,1,6,1,161,SS,SSVB,2019,12,3,4,12/3/2019,70,40,90,2.2,6.8,3.1
31,1,VF_SSVB-6,VF,1,6,1,161,VB,SSVB,2019,12,3,4,12/3/2019,100,90,60,39.1,13.4,11.5
32,1,VF_SH-6,VF,1,6,2,162,SH,SH,2019,12,3,4,12/3/2019,150,140,190,11.3,10,12.6
33,1,VF_VB-6,VF,1,6,3,163,VB,VB,2019,12,3,4,12/3/2019,30,100,100,28.1,11.2,16.5
34,1,VF_SS-6,VF,1,6,4,164,SS,SS,2019,12,3,4,12/3/2019,50,70,50,3.7,3.8,5.6
35,1,VF_SHSS-6,VF,1,6,5,165,SH,SHSS,2019,12,3,4,12/3/2019,180,140,130,14.9,12.3,12.7
35,1,VF_SHSS-6,VF,1,6,5,165,SS,SHSS,2019,12,3,4,12/3/2019,100,50,70,2.9,4,3.1
36,1,VF_SHVB-6,VF,1,6,6,166,SH,SHVB,2019,12,3,4,12/3/2019,30,80,80,8.1,13.8,11
36,1,VF_SHVB-6,VF,1,6,6,166,VB,SHVB,2019,12,3,4,12/3/2019,120,90,160,9,25.6,19.7
37,4,FO_SS-1,FO,2,1,1,211,SS,SS,2019,12,3,4,12/3/2019,120,130,90,6.8,9.2,5.6
38,4,FO_SHSS-1,FO,2,1,2,212,SH,SH,2019,12,3,4,12/3/2019,80,140,140,11.6,19.8,15.2
38,4,FO_SHSS-1,FO,2,1,2,212,SS,SHSS,2019,12,3,4,12/3/2019,70,90,80,4.9,4.6,4
39,4,FO_SHVB-1,FO,2,1,3,213,SH,SHVB,2019,12,3,4,12/3/2019,200,170,140,12.7,15.5,11.8
39,4,FO_SHVB-1,FO,2,1,3,213,VB,SHVB,2019,12,3,4,12/3/2019,100,150,120,7.3,11.6,15.1
40,4,FO_SSVB-1,FO,2,1,4,214,SS,SSVB,2019,12,3,4,12/3/2019,0,0,0,0,0,0
40,4,FO_SSVB-1,FO,2,1,4,214,VB,SSVB,2019,12,3,4,12/3/2019,140,120,100,28,9.4,22.1
41,4,FO_SH-1,FO,2,1,5,215,SH,SH,2019,12,3,4,12/3/2019,170,220,150,15.3,13.9,14.4
42,4,FO_VB-1,FO,2,1,6,216,VB,VB,2019,12,3,4,12/3/2019,150,110,90,25.7,6.2,26.8
43,4,FO_VB-2,FO,2,2,1,221,VB,VB,2019,12,3,4,12/3/2019,140,80,120,19.4,14.7,12.6
44,4,FO_SSVB-2,FO,2,2,2,222,SS,SSVB,2019,12,3,4,12/3/2019,0,0,0,0,0,0
44,4,FO_SSVB-2,FO,2,2,2,222,VB,SSVB,2019,12,3,4,12/3/2019,130,130,90,31.6,13.8,26.2
45,4,FO_SS-2,FO,2,2,3,223,SS,SS,2019,12,3,4,12/3/2019,80,100,70,15.9,5.7,7
46,4,FO_SH-2,FO,2,2,4,224,SH,SH,2019,12,3,4,12/3/2019,270,130,160,15,11.8,14.9
47,4,FO_SHVB-2,FO,2,2,5,225,SH,SHVB,2019,12,3,4,12/3/2019,20,190,130,17.2,13.9,14.8
47,4,FO_SHVB-2,FO,2,2,5,225,VB,SHVB,2019,12,3,4,12/3/2019,100,120,120,11,14,28.2
48,4,FO_SHSS-2,FO,2,2,6,226,SH,SHSS,2019,12,3,4,12/3/2019,230,150,220,13.3,16.2,16.1
48,4,FO_SHSS-2,FO,2,2,6,226,SS,SHSS,2019,12,3,4,12/3/2019,150,120,160,8.5,7.2,7.4
49,4,FO_SH-3,FO,2,3,1,231,SH,SH,2019,12,3,4,12/3/2019,160,190,140,20.4,6.7,16
50,4,FO_SHVB-3,FO,2,3,2,232,SH,SHVB,2019,12,3,4,12/3/2019,180,190,110,14.7,13.9,16.6
50,4,FO_SHVB-3,FO,2,3,2,232,VB,SHVB,2019,12,3,4,12/3/2019,40,80,70,28.2,10.9,23.1
51,4,FO_VB-3,FO,2,3,3,233,VB,VB,2019,12,3,4,12/3/2019,120,90,70,14.2,7,23.2
52,4,FO_SHSS-3,FO,2,3,4,234,SH,SHSS,2019,12,3,4,12/3/2019,210,170,110,13.6,12.5,9.9
52,4,FO_SHSS-3,FO,2,3,4,234,SS,SHSS,2019,12,3,4,12/3/2019,80,60,100,9.6,7.3,7.1
53,4,FO_SS-3,FO,2,3,5,235,SS,SS,2019,12,3,4,12/3/2019,120,90,60,7.4,6.7,10.4
54,4,FO_SSVB-3,FO,2,3,6,236,SS,SSVB,2019,12,3,4,12/3/2019,0,0,0,0,0,0
54,4,FO_SSVB-3,FO,2,3,6,236,VB,SSVB,2019,12,3,4,12/3/2019,130,50,80,28.2,7,11.7
55,4,FO_SHSS-4,FO,2,4,1,241,SH,SHSS,2019,12,3,4,12/3/2019,150,120,150,10.3,11.2,17.9
55,4,FO_SHSS-4,FO,2,4,1,241,SS,SHSS,2019,12,3,4,12/3/2019,70,100,110,8.5,5.4,8.5
56,4,FO_SH-4,FO,2,4,2,242,SH,SH,2019,12,3,4,12/3/2019,150,90,210,10.4,17.1,11.3
57,4,FO_SSVB-4,FO,2,4,3,243,SS,SSVB,2019,12,3,4,12/3/2019,60,80,110,7.9,4,2.4
57,4,FO_SSVB-4,FO,2,4,3,243,VB,SSVB,2019,12,3,4,12/3/2019,110,140,60,7.2,7.8,13.2
58,4,FO_SS-4,FO,2,4,4,244,SS,SS,2019,12,3,4,12/3/2019,180,110,80,6,2.4,6.3
59,4,FO_VB-4,FO,2,4,5,245,VB,VB,2019,12,3,4,12/3/2019,80,100,110,7.8,10.9,7.4
60,4,FO_SHVB-4,FO,2,4,6,246,SH,SHVB,2019,12,3,4,12/3/2019,210,170,120,10.6,11.7,12.1
60,4,FO_SHVB-4,FO,2,4,6,246,VB,SHVB,2019,12,3,4,12/3/2019,70,50,80,20.1,45.2,26.7
61,4,FO_SHVB-5,FO,2,5,1,251,SH,SHVB,2019,12,3,4,12/3/2019,160,130,120,14.4,5.7,16.7
61,4,FO_SHVB-5,FO,2,5,1,251,VB,SHVB,2019,12,3,4,12/3/2019,140,60,70,6.9,6.7,22.6
62,4,FO_SS-5,FO,2,5,2,252,SS,SS,2019,12,3,4,12/3/2019,140,80,100,3.9,3.6,7
63,4,FO_SHSS-5,FO,2,5,3,253,SH,SHSS,2019,12,3,4,12/3/2019,180,200,140,14.9,10.5,11.2
63,4,FO_SHSS-5,FO,2,5,3,253,SS,SHSS,2019,12,3,4,12/3/2019,120,90,100,7.6,4.2,4.4
64,4,FO_VB-5,FO,2,5,4,254,VB,VB,2019,12,3,4,12/3/2019,110,190,80,23.5,31,26
65,4,FO_SSVB-5,FO,2,5,5,255,SS,SSVB,2019,12,3,4,12/3/2019,130,120,90,3.8,6.2,5.1
65,4,FO_SSVB-5,FO,2,5,5,255,VB,SSVB,2019,12,3,4,12/3/2019,70,100,80,33.3,26,17.4
66,4,FO_SH-5,FO,2,5,6,256,SH,SH,2019,12,3,4,12/3/2019,190,180,120,14.5,14.8,16
67,4,FO_SSVB-6,FO,2,6,1,261,SS,SSVB,2019,12,3,4,12/3/2019,90,70,120,5.9,8.3,2.8
67,4,FO_SSVB-6,FO,2,6,1,261,VB,SSVB,2019,12,3,4,12/3/2019,60,100,90,16.9,33.1,10.8
68,4,FO_VB-6,FO,2,6,2,262,VB,VB,2019,12,3,4,12/3/2019,100,70,130,26.9,7,9
69,4,FO_SH-6,FO,2,6,3,263,SH,SH,2019,12,3,4,12/3/2019,130,180,120,15.6,14.7,11.9
70,4,FO_SHVB-6,FO,2,6,4,264,VB,SHVB,2019,12,3,4,12/3/2019,120,130,100,8.6,27.1,19.9
70,4,FO_SHVB-6,FO,2,6,4,264,SH,SHVB,2019,12,3,4,12/3/2019,150,210,140,14.1,16.5,9.3
71,4,FO_SHSS-6,FO,2,6,5,265,SS,SHSS,2019,12,3,4,12/3/2019,70,130,90,4.2,5.1,3.8
71,4,FO_SHSS-6,FO,2,6,5,265,SH,SHSS,2019,12,3,4,12/3/2019,100,160,170,20.3,11.8,12.5
72,4,FO_SS-6,FO,2,6,6,266,SS,SS,2019,12,3,4,12/3/2019,120,100,90,8.5,5.6,4.6
73,14,HH_SH-1,HH,3,1,1,311,SH,SH,2019,12,3,4,12/3/2019,150,80,120,10.2,16,5
74,14,HH_SSVB-1,HH,3,1,2,312,SS,SSVB,2019,12,3,4,12/3/2019,110,70,130,8.7,9.3,8.4
74,14,HH_SSVB-1,HH,3,1,2,312,VB,SSVB,2019,12,3,4,12/3/2019,80,80,90,12.2,10.6,17.7
75,14,HH_SHVB-1,HH,3,1,3,313,SH,SHVB,2019,12,3,4,12/3/2019,170,120,90,13.8,9.3,11.4
75,14,HH_SHVB-1,HH,3,1,3,313,VB,SHVB,2019,12,3,4,12/3/2019,110,70,90,12.6,20.6,12.8
76,14,HH_SHSS-1,HH,3,1,4,314,SH,SHSS,2019,12,3,4,12/3/2019,170,120,70,12.1,7,2.1
76,14,HH_SHSS-1,HH,3,1,4,314,SS,SHSS,2019,12,3,4,12/3/2019,90,130,70,9.1,10.3,8.2
77,14,HH_VB-1,HH,3,1,5,315,VB,VB,2019,12,3,4,12/3/2019,120,90,120,9.5,10.1,41
78,14,HH_SS-1,HH,3,1,6,316,SS,SS,2019,12,3,4,12/3/2019,160,80,110,6.4,6.1,11.2
79,14,HH_VB-2,HH,3,2,1,321,VB,VB,2019,12,3,4,12/3/2019,150,80,70,11.8,47.8,9.4
80,14,HH_SHSS-2,HH,3,2,2,322,SH,SHSS,2019,12,3,4,12/3/2019,130,150,120,3,15.3,11.7
80,14,HH_SHSS-2,HH,3,2,2,322,SS,SHSS,2019,12,3,4,12/3/2019,80,50,110,2.5,6.3,4.9
81,14,HH_SS-2,HH,3,2,3,323,SS,SS,2019,12,3,4,12/3/2019,100,140,110,2.1,4,4.2
82,14,HH_SH-2,HH,3,2,4,324,SH,SH,2019,12,3,4,12/3/2019,130,160,120,14.7,8,11.1
83,14,HH_SHVB-2,HH,3,2,5,325,SH,SHVB,2019,12,3,4,12/3/2019,130,110,70,12.5,13.5,8.7
83,14,HH_SHVB-2,HH,3,2,5,325,VB,SHVB,2019,12,3,4,12/3/2019,90,130,120,13.9,13.7,12.9
84,14,HH_SSVB-2,HH,3,2,6,326,SS,SSVB,2019,12,3,4,12/3/2019,70,120,60,2.6,10.5,9.7
84,14,HH_SSVB-2,HH,3,2,6,326,VB,SSVB,2019,12,3,4,12/3/2019,130,80,160,19.1,14.6,12.6
85,14,HH_SHSS-3,HH,3,3,1,331,SH,SHSS,2019,12,3,4,12/3/2019,130,120,110,11.5,11.7,11.6
85,14,HH_SHSS-3,HH,3,3,1,331,SS,SHSS,2019,12,3,4,12/3/2019,90,120,100,8,9.6,7.6
86,14,HH_SHVB-3,HH,3,3,2,332,SH,SHVB,2019,12,3,4,12/3/2019,140,150,120,16.9,14.6,15.9
86,14,HH_SHVB-3,HH,3,3,2,332,VB,SHVB,2019,12,3,4,12/3/2019,60,70,130,24.3,13.7,17
87,14,HH_SSVB-3,HH,3,3,3,333,SS,SSVB,2019,12,3,4,12/3/2019,100,70,130,9.5,2.9,7.7
87,14,HH_SSVB-3,HH,3,3,3,333,VB,SSVB,2019,12,3,4,12/3/2019,100,100,40,13.7,17.3,10.1
88,14,HH_VB-3,HH,3,3,4,334,VB,VB,2019,12,3,4,12/3/2019,80,110,100,44.1,28.4,12.9
89,14,HH_SS-3,HH,3,3,5,335,SS,SS,2019,12,3,4,12/3/2019,70,90,110,10.6,7.5,7.9
90,14,HH_SH-3,HH,3,3,6,336,SH,SH,2019,12,3,4,12/3/2019,160,180,110,13,14.3,14
91,14,HH_SS-4,HH,3,4,1,341,SS,SS,2019,12,3,4,12/3/2019,90,110,100,7.8,10,4.8
92,14,HH_SH-4,HH,3,4,2,342,SH,SH,2019,12,3,4,12/3/2019,170,170,120,11.8,8.2,6.5
93,14,HH_VB-4,HH,3,4,3,343,VB,VB,2019,12,3,4,12/3/2019,80,90,110,39.2,16.6,12.7
94,14,HH_SHVB-4,HH,3,4,4,344,SH,SHVB,2019,12,3,4,12/3/2019,100,140,150,11.5,10.8,11.5
94,14,HH_SHVB-4,HH,3,4,4,344,VB,SHVB,2019,12,3,4,12/3/2019,60,110,90,24.1,38,20.2
95,14,HH_SSVB-4,HH,3,4,5,345,SS,SSVB,2019,12,3,4,12/3/2019,130,70,80,6.9,11.8,11.8
95,14,HH_SSVB-4,HH,3,4,5,345,VB,SSVB,2019,12,3,4,12/3/2019,70,80,70,13.8,18.8,38
96,14,HH_SHSS-4,HH,3,4,6,346,SH,SHSS,2019,12,3,4,12/3/2019,150,120,170,12,14.3,13.8
96,14,HH_SHSS-4,HH,3,4,6,346,SS,SHSS,2019,12,3,4,12/3/2019,100,70,50,7.7,4.9,7
97,14,HH_SSVB-5,HH,3,5,1,351,SS,SSVB,2019,12,3,4,12/3/2019,110,110,130,5.7,4.8,1.7
97,14,HH_SSVB-5,HH,3,5,1,351,VB,SSVB,2019,12,3,4,12/3/2019,110,130,130,15.4,41.2,13.9
98,14,HH_VB-5,HH,3,5,2,352,VB,VB,2019,12,3,4,12/3/2019,120,70,160,45.2,20.1,36.9
99,14,HH_SHSS-5,HH,3,5,3,353,SH,SHSS,2019,12,3,4,12/3/2019,170,130,130,31.2,5.6,10.8
99,14,HH_SHSS-5,HH,3,5,3,353,SS,SHSS,2019,12,3,4,12/3/2019,70,60,90,4.2,2.3,4.3
100,14,HH_SS-5,HH,3,5,4,354,SS,SS,2019,12,3,4,12/3/2019,140,150,60,2.6,5.4,3.2
101,14,HH_SH-5,HH,3,5,5,355,SH,SH,2019,12,3,4,12/3/2019,180,100,160,11.3,15.7,7.7
102,14,HH_SHVB-5,HH,3,5,6,356,SH,SHVB,2019,12,3,4,12/3/2019,170,130,80,22.1,17.9,10.5
102,14,HH_SHVB-5,HH,3,5,6,356,VB,SHVB,2019,12,3,4,12/3/2019,220+,100,90,25.5,32.9,13.4
103,14,HH_SHVB-6,HH,3,6,1,361,SH,SHVB,2019,12,3,4,12/3/2019,140,130,100,12.9,13.3,11.5
103,14,HH_SHVB-6,HH,3,6,1,361,VB,SHVB,2019,12,3,4,12/3/2019,120,40,90,39.7,18.2,54.3
104,14,HH_SS-6,HH,3,6,2,362,SS,SS,2019,12,3,4,12/3/2019,110,50,80,8.6,1.9,4.9
105,14,HH_SH-6,HH,3,6,3,363,SH,SH,2019,12,3,4,12/3/2019,140,150,90,14.6,16.2,16.7
106,14,HH_SSVB-6,HH,3,6,4,364,SS,SSVB,2019,12,3,4,12/3/2019,120,90,100,9.3,2.9,6.3
106,14,HH_SSVB-6,HH,3,6,4,364,VB,SSVB,2019,12,3,4,12/3/2019,250+,80,150,30.4,9,29.2
107,14,HH_SHSS-6,HH,3,6,5,365,SH,SHSS,2019,12,3,4,12/3/2019,130,100,140,8.4,10.9,9.9
107,14,HH_SHSS-6,HH,3,6,5,365,SS,SHSS,2019,12,3,4,12/3/2019,140,70,90,4.2,5,9.5
108,14,HH_VB-6,HH,3,6,6,366,VB,VB,2019,12,3,4,12/3/2019,330+,130,190+,29.2,14.3,24.5
109,15,OC_SHSS-1,OC,4,1,1,411,SH,SHSS,2019,12,4,4,12/3/2019,160,190,110,13.7,12.8,9.7
109,15,OC_SHSS-1,OC,4,1,1,411,SS,SHSS,2019,12,4,4,12/3/2019,130,160,120,15,10,8.2
110,15,OC_SS-1,OC,4,1,2,412,SS,SS,2019,12,4,4,12/3/2019,170,120,120,9.3,10,14.8
111,15,OC_SH-1,OC,4,1,3,413,SH,SH,2019,12,4,4,12/3/2019,210,120,150,18,12.8,11.6
112,15,OC_SSVB-1,OC,4,1,4,414,SS,SSVB,2019,12,4,4,12/3/2019,90,160,190,9.7,10.5,2.9
112,15,OC_SSVB-1,OC,4,1,4,414,VB,SSVB,2019,12,4,4,12/3/2019,50,110,110,16.1,10.7,7.3
113,15,OC_VB-1,OC,4,1,5,415,VB,VB,2019,12,4,4,12/3/2019,120,100,70,17.1,13,11.8
114,15,OC_SHVB-1,OC,4,1,6,415,SH,SHVB,2019,12,4,4,12/3/2019,210,230,120,17.7,15.6,27.1
114,15,OC_SHVB-1,OC,4,1,6,416,VB,SHVB,2019,12,4,4,12/3/2019,190,110,90,33.4,11.5,16.1
115,15,OC_SHVB-2,OC,4,2,1,421,SH,SHVB,2019,12,4,4,12/3/2019,170,150,120,11.7,20.9,8.8
115,15,OC_SHVB-2,OC,4,2,1,421,VB,SHVB,2019,12,4,4,12/3/2019,80,100,100,13.8,15.5,12
116,15,OC_VB-2,OC,4,2,2,422,VB,VB,2019,12,4,4,12/3/2019,200,180,90,17.6,17.4,12.8
117,15,OC_SHSS-2,OC,4,2,3,423,SH,SHSS,2019,12,4,4,12/3/2019,270,200,130,16.1,9.6,9.5
117,15,OC_SHSS-2,OC,4,2,3,423,SS,SHSS,2019,12,4,4,12/3/2019,170,130,150,9.6,8.5,11.3
118,15,OC_SS-2,OC,4,2,4,424,SS,SS,2019,12,4,4,12/3/2019,190,180,110,10.4,25,13.6
119,15,OC_SSVB-2,OC,4,2,5,425,SS,SSVB,2019,12,4,4,12/3/2019,150,120,140,10.6,3,7.9
119,15,OC_SSVB-2,OC,4,2,5,425,VB,SSVB,2019,12,4,4,12/3/2019,100,100,110,28.8,11.2,6
120,15,OC_SH-2,OC,4,2,6,426,SH,SH,2019,12,4,4,12/3/2019,270,190,200,14.9,18.1,15.1
121,15,OC_SSVB-3,OC,4,3,1,431,SS,SSVB,2019,12,4,4,12/3/2019,170,190,140,14.3,15,14.7
121,15,OC_SSVB-3,OC,4,3,1,431,VB,SSVB,2019,12,4,4,12/3/2019,90,160,100,16.3,16.7,15.5
122,15,OC_SH-3,OC,4,3,2,432,SH,SH,2019,12,4,4,12/3/2019,260,140,170,13.6,17.9,15.5
123,15,OC_VB-3,OC,4,3,3,433,VB,VB,2019,12,4,4,12/3/2019,150,110,100,17.7,11.9,14
124,15,OC_SHVB-3,OC,4,3,4,434,SH,SHVB,2019,12,4,4,12/3/2019,200,230,110,15.8,16.6,16.9
124,15,OC_SHVB-3,OC,4,3,4,434,VB,SHVB,2019,12,4,4,12/3/2019,120,100,90,8.5,34.9,22.9
125,15,OC_SHSS-3,OC,4,3,5,435,SH,SHSS,2019,12,4,4,12/3/2019,140,200,190,13.3,12.6,13.7
125,15,OC_SHSS-3,OC,4,3,5,435,SS,SHSS,2019,12,4,4,12/3/2019,130,160,80,11.2,11.2,5.5
126,15,OC_SS-3,OC,4,3,6,436,SS,SS,2019,12,4,4,12/3/2019,90,130,190,11.4,9.3,7.8
127,15,OC_SH-4,OC,4,4,1,441,SH,SH,2019,12,4,4,12/3/2019,130,160,150,20,15.8,16.1
128,15,OC_SSVB-4,OC,4,4,2,442,SS,SSVB,2019,12,4,4,12/3/2019,190,170,110,12.7,16.3,16.7
128,15,OC_SSVB-4,OC,4,4,2,442,VB,SSVB,2019,12,4,4,12/3/2019,200,120,90,31.7,17.6,14.4
129,15,OC_SS-4,OC,4,4,3,443,SS,SS,2019,12,4,4,12/3/2019,190,130,180,11.7,13,14.8
130,15,OC_VB-4,OC,4,4,4,444,VB,VB,2019,12,4,4,12/3/2019,190,120,140,43.3,45.9,29
131,15,OC_SHVB-4,OC,4,4,5,445,SH,SHVB,2019,12,4,4,12/3/2019,130,230,160,11.3,21.2,18
131,15,OC_SHVB-4,OC,4,4,5,445,VB,SHVB,2019,12,4,4,12/3/2019,150,60,80,33.3,15.4,13.5
132,15,OC_SHSS-4,OC,4,4,6,446,SH,SHSS,2019,12,4,4,12/3/2019,220,170,220,20.9,14.9,16.5
132,15,OC_SHSS-4,OC,4,4,6,446,SS,SHSS,2019,12,4,4,12/3/2019,190,240,160,16.6,27.1,12.1
133,15,OC_VB-5,OC,4,5,1,451,VB,VB,2019,12,4,4,12/3/2019,120,150,100,31.4,19.8,34.5
134,15,OC_SHSS-5,OC,4,5,2,452,SH,SHSS,2019,12,4,4,12/3/2019,170,220,140,18.9,17.1,14.1
134,15,OC_SHSS-5,OC,4,5,2,452,SS,SHSS,2019,12,4,4,12/3/2019,130,180,130,9,6.9,14.5
135,15,OC_SHVB-5,OC,4,5,3,453,VB,SHVB,2019,12,4,4,12/3/2019,50,110,120,13.4,31.6,31
135,15,OC_SHVB-5,OC,4,5,3,453,SH,SHVB,2019,12,4,4,12/3/2019,190,210,160,16.2,13,14
136,15,OC_SH-5,OC,4,5,4,454,SH,SH,2019,12,4,4,12/3/2019,280,190,160,12.1,13.2,11.7
137,15,OC_SS-5,OC,4,5,5,455,SS,SS,2019,12,4,4,12/3/2019,190,150,150,16.3,12,15.6
138,15,OC_SSVB-5,OC,4,5,6,456,VB,SSVB,2019,12,4,4,12/3/2019,100,110,130,25.1,23.4,29.8
138,15,OC_SSVB-5,OC,4,5,6,456,SS,SSVB,2019,12,4,4,12/3/2019,170,230,200,10.4,11.3,10.3
139,15,OC_SS-6,OC,4,6,1,461,SS,SS,2019,12,4,4,12/3/2019,110,80,100,5.3,8.1,2.8
140,15,OC_SHVB-6,OC,4,6,2,462,SH,SHVB,2019,12,4,4,12/3/2019,150,180,160,14.7,11.9,11.6
140,15,OC_SHVB-6,OC,4,6,2,462,VB,SHVB,2019,12,4,4,12/3/2019,120,140,140,29.3,15.8,29.6
141,15,OC_SSVB-6,OC,4,6,3,463,SS,SSVB,2019,12,4,4,12/3/2019,80,70,120,4.8,5.5,4.5
