PlotID,CropName,SamplingWeek,Day,Month ,Year,CHL,SPAD,TotCH_ugcm2,TEMP_F
159,SS,4,12,6,2019,32.8,22.4,15.7,105.7
159,VB,4,12,6,2019,48.7,38.1,35.2,105.7
159,VB,4,12,6,2019,35.5,25,18.7,105.5
159,VB,4,12,6,2019,45.9,35.3,31.4,105.5
161,SS,4,12,6,2019,29.8,19.4,12.6,105.4
161,SS,4,12,6,2019,26.9,16.5,9.6,105.3
161,SS,4,12,6,2019,34.3,23.9,17.4,105.3
162,VB,4,12,6,2019,50,39.4,37,103.9
162,VB,4,12,6,2019,44.1,33.6,29.1,103.8
162,VB,4,12,6,2019,29.3,18.9,12,103.8
163,VB,4,12,6,2019,35.6,25.1,18.8,103.5
163,VB,4,12,6,2019,31.4,21,14.2,103.4
163,VB,4,12,6,2019,43.4,32.9,28.2,103.2
165,SS,4,12,6,2019,28.7,18.3,11.4,103.1
165,SS,4,12,6,2019,23.2,12.9,6.1,103
165,SS,4,12,6,2019,34.2,23.8,17.3,102.9
166,VB,4,12,6,2019,29.1,18.7,11.8,102.6
166,VB,4,12,6,2019,34.3,23.9,17.4,102.6
166,VB,4,12,6,2019,47.3,36.7,33.3,102.5
167,SS,4,12,6,2019,32.9,22.5,15.8,102.3
167,SS,4,12,6,2019,34.3,23.9,17.4,102.3
167,SS,4,12,6,2019,26.7,16.3,9.4,102.2
167,VB,4,12,6,2019,42.9,32.4,27.6,102
167,VB,4,12,6,2019,21.7,11.4,4.8,101.9
167,VB,4,12,6,2019,37.6,27.1,21.2,101.8
168,SS,4,12,6,2019,31.1,20.7,13.9,101.6
168,SS,4,12,6,2019,33.4,23,16.4,101.6
168,SS,4,12,6,2019,37.1,26.6,20.6,101.4
170,SS,4,12,6,2019,35.4,24.9,18.6,101.3
170,SS,4,12,6,2019,31.6,21.2,14.4,101.3
170,SS,4,12,6,2019,34.2,23.8,17.3,101.4
171,VB,4,12,6,2019,54.4,43.8,43.2,101.3
171,VB,4,12,6,2019,31.6,21.2,14.4,101.4
171,VB,4,12,6,2019,28.2,17.8,10.9,101.4
172,SS,4,12,6,2019,31,20.6,13.8,101.7
172,SS,4,12,6,2019,28.1,17.7,10.8,101.8
172,SS,4,12,6,2019,29.5,19.1,12.3,101.7
172,VB,4,12,6,2019,42.1,31.6,26.6,102
172,VB,4,12,6,2019,45.7,35.1,31.2,102
172,VB,4,12,6,2019,48.4,37.8,34.8,102.2
173,VB,4,12,6,2019,25.4,15,8.2,102.6
173,VB,4,12,6,2019,30.6,20.2,13.4,102.9
173,VB,4,12,6,2019,31.5,21.1,14.3,103
174,SS,4,12,6,2019,30.2,19.8,13,103.3
174,SS,4,12,6,2019,26.7,16.3,9.4,103.5
174,SS,4,12,6,2019,29.2,18.8,11.9,103.5
175,SS,4,12,6,2019,35.5,25,18.7,103.7
175,SS,4,12,6,2019,36.5,26,19.9,103.7
175,SS,4,12,6,2019,37.5,27,21,103.6
175,VB,4,12,6,2019,27.4,17,10.1,103.8
175,VB,4,12,6,2019,29,18.6,11.7,103.9
175,VB,4,12,6,2019,35.7,25.2,19,103.9
176,VB,4,12,6,2019,29,18.6,11.7,104
176,VB,4,12,6,2019,35.3,24.8,18.5,104
176,VB,4,12,6,2019,31.7,21.3,14.6,103.9
178,SS,4,12,6,2019,39.4,28.9,23.3,104.2
178,SS,4,12,6,2019,28.4,18,11.1,104.2
178,SS,4,12,6,2019,36.6,26.1,20,104.5
179,SS,4,12,6,2019,28.6,18.2,11.3,105.1
179,SS,4,12,6,2019,29.9,19.5,12.7,105.1
179,SS,4,12,6,2019,34.8,24.4,17.9,105.1
180,VB,4,12,6,2019,47.1,36.5,33,105.1
180,VB,4,12,6,2019,42.5,32,27.1,105.1
180,VB,4,12,6,2019,2,NA,NA,105.1
181,SS,6,25,6,2019,31.8,21.4,14.7,100.6
181,SS,6,25,6,2019,33.8,23.4,16.8,100.8
181,SS,6,25,6,2019,19.1,NA,NA,101
182,SH,6,25,6,2019,10.8,NA,NA,102
182,SH,6,25,6,2019,25.3,14.9,8.1,104.6
182,SH,6,25,6,2019,16.8,NA,NA,105.3
182,SH,6,25,6,2019,32.3,21.9,15.2,105.9
183,SS,6,25,6,2019,23.3,13,6.2,106.7
183,SS,6,25,6,2019,25,14.6,7.8,107.2
183,SS,6,25,6,2019,26.3,15.9,9,107.6
183,VB,6,25,6,2019,23.5,13.2,6.4,108.6
183,VB,6,25,6,2019,25.5,15.1,8.3,108.9
183,VB,6,25,6,2019,22.9,12.6,5.8,109.2
184,SH,6,25,6,2019,11.6,NA,NA,109.5
184,SH,6,25,6,2019,14.8,NA,NA,109.9
184,SH,6,25,6,2019,17.3,NA,NA,110.2
184,VB,6,25,6,2019,10.7,NA,NA,110.5
184,VB,6,25,6,2019,25.2,14.8,8,110.6
184,VB,6,25,6,2019,24.9,14.6,7.7,111
185,SH,6,25,6,2019,27,16.6,9.7,111.4
185,SH,6,25,6,2019,18.4,NA,NA,111.5
185,SH,6,25,6,2019,25.3,14.9,8.1,111.6
185,SS,6,25,6,2019,26.7,16.3,9.4,111.6
185,SS,6,25,6,2019,23.3,13,6.2,111.9
185,SS,6,25,6,2019,2.9,NA,NA,111.9
186,VB,6,25,6,2019,28.2,17.8,10.9,112
186,VB,6,25,6,2019,24.6,14.3,7.4,112.2
186,VB,6,25,6,2019,22.8,12.5,5.7,112.2
187,SH,6,25,6,2019,23.7,13.4,6.6,112.7
187,SH,6,25,6,2019,23.4,13.1,6.3,112.7
187,SH,6,25,6,2019,20.7,10.4,3.9,112.9
188,SH,6,25,6,2019,15.4,NA,NA,112.8
188,SH,6,25,6,2019,28.2,17.8,10.9,112.7
188,SH,6,25,6,2019,33.9,23.5,16.9,112.6
188,SS,6,25,6,2019,23.7,13.4,6.6,112.4
188,SS,6,25,6,2019,4.4,NA,NA,112.5
188,SS,6,25,6,2019,32.5,22.1,15.4,112.6
189,SH,6,25,6,2019,18.7,NA,NA,112.7
189,SH,6,25,6,2019,35.4,24.9,18.6,112.6
189,SH,6,25,6,2019,20.3,10,3.5,112.7
189,VB,6,25,6,2019,26.8,16.4,9.5,112.8
189,VB,6,25,6,2019,20,9.7,3.3,112.7
189,VB,6,25,6,2019,23.5,13.2,6.4,112.7
190,SS,6,25,6,2019,26.1,15.7,8.9,112.6
190,SS,6,25,6,2019,26.9,16.5,9.6,112.6
190,SS,6,25,6,2019,20.9,10.6,4,112.6
191,VB,6,25,6,2019,21.9,11.6,4.9,112.9
191,VB,6,25,6,2019,24.7,14.4,7.5,112.9
191,VB,6,25,6,2019,29,18.6,11.7,112.9
192,SS,6,25,6,2019,25.1,14.7,7.9,112.9
192,SS,6,25,6,2019,8.2,NA,NA,112.9
192,SS,6,25,6,2019,19.7,NA,NA,113
192,VB,6,25,6,2019,22.3,12,5.3,113.1
192,VB,6,25,6,2019,27,16.6,9.7,113.1
192,VB,6,25,6,2019,29.1,18.7,11.8,113
193,SH,6,25,6,2019,10.2,NA,NA,112.9
193,SH,6,25,6,2019,11.3,NA,NA,112.8
193,SH,6,25,6,2019,8.9,NA,NA,112.8
193,VB,6,25,6,2019,30.7,20.3,13.5,112.6
193,VB,6,25,6,2019,25,14.6,7.8,112.4
193,VB,6,25,6,2019,18.5,NA,NA,112.4
194,SS,6,25,6,2019,27.3,16.9,10,112.3
194,SS,6,25,6,2019,26.9,16.5,9.6,112.2
194,SS,6,25,6,2019,27.1,16.7,9.8,112.2
195,VB,6,25,6,2019,27.5,17.1,10.2,112.2
195,VB,6,25,6,2019,25.3,14.9,8.1,112.1
195,VB,6,25,6,2019,24.7,14.4,7.5,112
196,SS,6,25,6,2019,27.9,17.5,10.6,112
196,SS,6,25,6,2019,24.1,13.8,6.9,112
196,SS,6,25,6,2019,11.6,NA,NA,112.1
196,VB,6,25,6,2019,15.1,NA,NA,112.1
196,VB,6,25,6,2019,14.2,NA,NA,112.2
196,VB,6,25,6,2019,15.7,NA,NA,112.2
197,SH,6,25,6,2019,16.7,NA,NA,112.5
197,SH,6,25,6,2019,26.6,16.2,9.3,112.7
197,SH,6,25,6,2019,13.5,NA,NA,112.6
198,SH,6,25,6,2019,17.3,NA,NA,112.7
198,SH,6,25,6,2019,1.9,NA,NA,112.9
198,SH,6,25,6,2019,13.5,NA,NA,112.9
198,SH,6,25,6,2019,13.2,NA,NA,112.9
198,SS,6,25,6,2019,22.8,12.5,5.7,113
198,SS,6,25,6,2019,18,NA,NA,113
198,SS,6,25,6,2019,24.2,13.9,7,113.1
199,SS,6,25,6,2019,29.3,18.9,12,112.3
199,SS,6,25,6,2019,0.5,NA,NA,112.2
199,SS,6,25,6,2019,28.6,18.2,11.3,112.2
199,SS,6,25,6,2019,29.3,18.9,12,111.8
199,VB,6,25,6,2019,37.1,26.6,20.6,111.4
199,VB,6,25,6,2019,33.3,22.9,16.3,111.2
199,VB,6,25,6,2019,38.7,28.2,22.4,111
200,SH,6,25,6,2019,26.8,16.4,9.5,110.8
200,SH,6,25,6,2019,19.4,NA,NA,110.5
200,SH,6,25,6,2019,25.1,14.7,7.9,110.3
200,VB,6,25,6,2019,34.7,24.3,17.8,110.1
200,VB,6,25,6,2019,30.5,20.1,13.3,109.9
200,VB,6,25,6,2019,33.6,23.2,16.6,109.8
201,SH,6,25,6,2019,19.9,NA,NA,109.7
201,SH,6,25,6,2019,25.5,15.1,8.3,109.8
201,SH,6,25,6,2019,3.5,NA,NA,109.7
201,SH,6,25,6,2019,38.8,28.3,22.6,109.7
201,SS,6,25,6,2019,37.4,26.9,20.9,109.8
201,SS,6,25,6,2019,22.5,12.2,5.5,109.8
201,SS,6,25,6,2019,32.9,22.5,15.8,109.8
202,VB,6,25,6,2019,26,15.6,8.8,109.9
202,VB,6,25,6,2019,19.5,NA,NA,109.9
202,VB,6,25,6,2019,31,20.6,13.8,110
203,SS,6,25,6,2019,25.4,15,8.2,110.1
203,SS,6,25,6,2019,30.9,20.5,13.7,110.2
203,SS,6,25,6,2019,25.4,15,8.2,110.1
204,SH,6,25,6,2019,23.5,13.2,6.4,110.2
204,SH,6,25,6,2019,20.8,10.5,4,110.3
204,SH,6,25,6,2019,10.1,NA,NA,110.3
205,VB,6,25,6,2019,33.1,22.7,16.1,111
205,VB,6,25,6,2019,30.4,20,13.2,110.9
205,VB,6,25,6,2019,35.5,25,18.7,110.9
206,SS,6,25,6,2019,34.8,24.4,17.9,110.6
206,SS,6,25,6,2019,26.8,16.4,9.5,110.7
206,SS,6,25,6,2019,22.9,12.6,5.8,110.6
206,VB,6,25,6,2019,35,24.5,18.2,110.4
206,VB,6,25,6,2019,39.9,29.4,23.9,110.5
206,VB,6,25,6,2019,25.7,15.3,8.5,110.3
207,SH,6,25,6,2019,27.6,17.2,10.3,110.2
207,SH,6,25,6,2019,27.6,17.2,10.3,110.1
207,SH,6,25,6,2019,20.6,10.3,3.8,110.2
208,SH,6,25,6,2019,27.4,17,10.1,110.1
208,SH,6,25,6,2019,13.3,NA,NA,110
208,SH,6,25,6,2019,33,22.6,16,109.9
208,SS,6,25,6,2019,22.2,11.9,5.2,109.9
208,SS,6,25,6,2019,23.2,12.9,6.1,109.9
208,SS,6,25,6,2019,11.7,NA,NA,109.7
209,SH,6,25,6,2019,34.8,24.4,17.9,109.8
209,SH,6,25,6,2019,15.4,NA,NA,109.8
209,SH,6,25,6,2019,17.6,NA,NA,109.9
209,VB,6,25,6,2019,25.9,15.5,8.7,110.1
209,VB,6,25,6,2019,28,17.6,10.7,110.1
209,VB,6,25,6,2019,20.1,9.8,3.3,110.2
210,SS,6,25,6,2019,31.4,21,14.2,110.3
210,SS,6,25,6,2019,28.5,18.1,11.2,110.5
210,SS,6,25,6,2019,29.5,19.1,12.3,110.4
211,SH,6,25,6,2019,35.4,24.9,18.6,110.4
211,SH,6,25,6,2019,34.6,24.2,17.7,110.3
211,SH,6,25,6,2019,24.7,14.4,7.5,110.1
211,SS,6,25,6,2019,26,15.6,8.8,109.8
211,SS,6,25,6,2019,29.2,18.8,11.9,109.7
211,SS,6,25,6,2019,16.1,NA,NA,109.6
212,VB,6,25,6,2019,26.5,16.1,9.2,109.4
212,VB,6,25,6,2019,34.2,23.8,17.3,109.4
212,VB,6,25,6,2019,26.3,15.9,9,109.4
213,SS,6,25,6,2019,18.8,NA,NA,109.2
213,SS,6,25,6,2019,26.4,16,9.1,109.2
213,SS,6,25,6,2019,24.2,13.9,7,109.2
214,SH,6,25,6,2019,14.4,NA,NA,109.1
214,SH,6,25,6,2019,21.6,11.3,4.7,109.1
214,SH,6,25,6,2019,22.2,11.9,5.2,109.2
215,SS,6,25,6,2019,25.3,14.9,8.1,109.3
215,SS,6,25,6,2019,25,14.6,7.8,109.4
215,SS,6,25,6,2019,19.1,NA,NA,109.4
215,VB,6,25,6,2019,19.4,NA,NA,109.8
215,VB,6,25,6,2019,26.6,16.2,9.3,109.7
215,VB,6,25,6,2019,19.9,NA,NA,109.8
216,SH,6,25,6,2019,22.3,12,5.3,109.9
216,SH,6,25,6,2019,22,11.7,5,109.9
216,SH,6,25,6,2019,22.2,11.9,5.2,110.2
216,VB,6,25,6,2019,28.8,18.4,11.5,110.2
216,VB,6,25,6,2019,26.9,16.5,9.6,110.2
216,VB,6,25,6,2019,24.1,13.8,6.9,110.4
145,VB,6,25,6,2019,44.3,33.8,29.4,102.4
145,VB,6,25,6,2019,39.5,29,23.4,102.4
145,VB,6,25,6,2019,46.6,36,32.4,102.5
146,SS,6,25,6,2019,34.2,23.8,17.3,102.5
146,SS,6,25,6,2019,20.9,10.6,4,102.5
146,SS,6,25,6,2019,27.7,17.3,10.4,102.5
146,VB,6,25,6,2019,34.6,24.2,17.7,102.6
146,VB,6,25,6,2019,32.1,21.7,15,102.6
146,VB,6,25,6,2019,49.9,39.3,36.8,102.6
147,SS,6,25,6,2019,30.7,20.3,13.5,102.8
147,SS,6,25,6,2019,3.2,NA,NA,102.8
147,SS,6,25,6,2019,15.3,NA,NA,102.9
147,SS,6,25,6,2019,34.3,23.9,17.4,103
148,SS,6,25,6,2019,40.2,29.7,24.2,103
148,SS,6,25,6,2019,29.2,18.8,11.9,103.1
148,SS,6,25,6,2019,31.5,21.1,14.3,103.2
149,VB,6,25,6,2019,37,26.5,20.5,103.5
149,VB,6,25,6,2019,42.1,31.6,26.6,103.5
151,SS,6,25,6,2019,23.3,13,6.2,104.4
151,SS,6,25,6,2019,27.7,17.3,10.4,104.6
151,SS,6,25,6,2019,27.6,17.2,10.3,104.7
152,SS,6,25,6,2019,30.1,19.7,12.9,104.7
152,SS,6,25,6,2019,32.7,22.3,15.6,104.8
152,SS,6,25,6,2019,31.1,20.7,13.9,105
153,VB,6,25,6,2019,43.3,32.8,28.1,105.1
153,VB,6,25,6,2019,34.2,23.8,17.3,105.3
154,VB,6,25,6,2019,42.3,31.8,26.8,105.3
154,VB,6,25,6,2019,39.4,28.9,23.3,105.5
154,VB,6,25,6,2019,31.7,21.3,14.6,105.5
156,SS,6,25,6,2019,32,21.6,14.9,105.8
156,SS,6,25,6,2019,28.3,17.9,11,105.9
156,SS,6,25,6,2019,33.9,23.5,16.9,106
156,VB,6,25,6,2019,40.8,30.3,25,106.1
156,VB,6,25,6,2019,23.6,13.3,6.5,106.4
156,VB,6,25,6,2019,44.5,34,29.6,106.4
157,SS,6,25,6,2019,26.6,16.2,9.3,106.8
157,SS,6,25,6,2019,30.1,19.7,12.9,106.9
157,SS,6,25,6,2019,30.4,20,13.2,107.1
158,VB,6,25,6,2019,27,16.6,9.7,107.3
158,VB,6,25,6,2019,30.5,20.1,13.3,107.3
158,VB,6,25,6,2019,31.1,20.7,13.9,107.5
159,SS,6,25,6,2019,29.5,19.1,12.3,107.4
159,SS,6,25,6,2019,24.7,14.4,7.5,107.6
159,SS,6,25,6,2019,28.2,17.8,10.9,107.5
159,VB,6,25,6,2019,31.2,20.8,14,107.5
159,VB,6,25,6,2019,24.5,14.2,7.3,107.5
159,VB,6,25,6,2019,27.5,17.1,10.2,107.4
161,SS,6,25,6,2019,26.3,15.9,9,107.4
161,SS,6,25,6,2019,35.3,24.8,18.5,107.3
161,SS,6,25,6,2019,24,13.7,6.9,107.3
162,VB,6,25,6,2019,36.8,26.3,20.2,107.3
162,VB,6,25,6,2019,24.3,14,7.1,107.3
