PlotID,SiteNum,RowNum,ColNum,Position,PlotName,SiteName,CropName,SamplingWeek,Month,Day,Year,Height_cm,Height_mm,Diameter_mm,SPAD,TotCH_ugcm2,Temp_F
147,5,1,3,513,SP_SHSS-1,SP,SH,2,5,18,2018,7.9,79,NA,NA,NA,NA
147,5,1,3,513,SP_SHSS-1,SP,SH,2,5,18,2018,10.1,101,NA,NA,NA,NA
147,5,1,3,513,SP_SHSS-1,SP,SH,2,5,18,2018,14.4,144,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,6.7,67,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,15,150,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,10.9,109,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,14.3,143,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,9.9,99,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,9,90,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,14.6,146,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,8.5,85,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,13.7,137,NA,NA,NA,NA
148,5,1,4,514,SP_SS-1,SP,SS,2,5,18,2018,15.6,156,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,7.1,71,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,14,140,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,11.2,112,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,15.2,152,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,14.4,144,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,15.8,158,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,10.2,102,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,11.7,117,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,10.5,105,NA,NA,NA,NA
149,5,1,5,515,SP_VB-1,SP,VB,2,5,18,2018,14.5,145,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,14,140,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,3.2,32,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,12.1,121,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,11.3,113,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,8.9,89,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,9,90,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,12,120,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,6.4,64,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,7.6,76,NA,NA,NA,NA
150,5,1,6,516,SP_SH-1,SP,SH,2,5,18,2018,8.6,86,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SS,2,5,18,2018,6.2,62,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SS,2,5,18,2018,20.3,203,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SS,2,5,18,2018,6.7,67,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SS,2,5,18,2018,15.8,158,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SS,2,5,18,2018,12.2,122,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SH,2,5,18,2018,5.2,52,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SH,2,5,18,2018,12.6,126,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SH,2,5,18,2018,12.7,127,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SH,2,5,18,2018,9.7,97,NA,NA,NA,NA
151,5,2,1,521,SP_SHSS-2,SP,SH,2,5,18,2018,9.9,99,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,13.9,139,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,5.4,54,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,15.8,158,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,18.3,183,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,11.8,118,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,13.4,134,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,9.8,98,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,10.2,102,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,12.6,126,NA,NA,NA,NA
152,5,2,2,522,SP_SS-2,SP,SS,2,5,18,2018,2.9,29,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,VB,2,5,18,2018,8.6,86,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,VB,2,5,18,2018,10.4,104,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,VB,2,5,18,2018,10.9,109,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,VB,2,5,18,2018,9.8,98,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,VB,2,5,18,2018,10.3,103,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,SH,2,5,18,2018,8.5,85,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,SH,2,5,18,2018,7.6,76,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,SH,2,5,18,2018,12,120,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,SH,2,5,18,2018,12.6,126,NA,NA,NA,NA
153,5,2,3,523,SP_SHVB-2,SP,SH,2,5,18,2018,2.9,29,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,6.5,65,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,14.7,147,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,13.4,134,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,12.6,126,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,10.1,101,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,11.9,119,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,11.9,119,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,11.1,111,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,10.4,104,NA,NA,NA,NA
154,5,2,4,524,SP_VB-2,SP,VB,2,5,18,2018,12.1,121,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,15.9,159,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,4.6,46,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,11.1,111,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,13,130,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,12.7,127,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,10.2,102,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,15.7,157,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,13.2,132,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,8.4,84,NA,NA,NA,NA
155,5,2,5,525,SH_SH-2,SP,SH,2,5,18,2018,6.1,61,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,VB,2,5,18,2018,8.4,84,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,VB,2,5,18,2018,11,110,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,VB,2,5,18,2018,15.7,157,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,VB,2,5,18,2018,11.8,118,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,VB,2,5,18,2018,12.6,126,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,SS,2,5,18,2018,18.6,186,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,SS,2,5,18,2018,5.7,57,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,SS,2,5,18,2018,18.4,184,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,SS,2,5,18,2018,12.3,123,NA,NA,NA,NA
156,5,2,6,526,VF_SSVB-2,SP,SS,2,5,18,2018,12.6,126,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,15.7,157,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,18.9,189,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,7.4,74,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,14.1,141,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,8.4,84,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,10.9,109,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,15.1,151,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,8.5,85,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,11.4,114,NA,NA,NA,NA
157,5,3,1,531,SP_SS-3,SP,SS,2,5,18,2018,21.1,211,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,VB,2,5,18,2018,11.2,112,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,VB,2,5,18,2018,10.3,103,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,VB,2,5,18,2018,12.9,129,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,VB,2,5,18,2018,11.4,114,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,VB,2,5,18,2018,9.8,98,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,SH,2,5,18,2018,6.1,61,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,SH,2,5,18,2018,16.1,161,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,SH,2,5,18,2018,11.9,119,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,SH,2,5,18,2018,10.1,101,NA,NA,NA,NA
158,5,3,2,532,SP_SHVB-3,SP,SH,2,5,18,2018,9,90,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,VB,2,5,18,2018,5.2,52,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,VB,2,5,18,2018,10.5,105,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,VB,2,5,18,2018,11,110,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,VB,2,5,18,2018,10,100,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,VB,2,5,18,2018,9.2,92,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,SS,2,5,18,2018,6.1,61,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,SS,2,5,18,2018,15.2,152,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,SS,2,5,18,2018,10.2,102,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,SS,2,5,18,2018,11.7,117,NA,NA,NA,NA
159,5,3,3,533,SP_SSVB-3,SP,SS,2,5,18,2018,14.9,149,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,12.7,127,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,9.1,91,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,8.6,86,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,2.3,23,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,9.3,93,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,8.8,88,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,13.5,135,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,13.1,131,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,9,90,NA,NA,NA,NA
160,5,3,4,534,SP_SH-3,SP,SH,2,5,18,2018,14.2,142,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SS,2,5,18,2018,6.6,66,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SS,2,5,18,2018,15.3,153,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SS,2,5,18,2018,9.7,97,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SS,2,5,18,2018,10.6,106,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SS,2,5,18,2018,8.6,86,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SH,2,5,18,2018,2.8,28,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SH,2,5,18,2018,15.6,156,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SH,2,5,18,2018,10.2,102,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SH,2,5,18,2018,7.5,75,NA,NA,NA,NA
161,5,3,5,535,SP_SHSS-3,SP,SH,2,5,18,2018,8.6,86,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,6.2,62,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,12.9,129,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,18.3,183,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,13.6,136,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,12.9,129,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,14.9,149,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,14.1,141,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,16.4,164,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,14.4,144,NA,NA,NA,NA
162,5,3,6,536,SP_VB-3,SP,VB,2,5,18,2018,13.5,135,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,7.8,78,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,11.5,115,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,12.7,127,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,14.2,142,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,12.5,125,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,10.8,108,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,8.9,89,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,12,120,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,11.3,113,NA,NA,NA,NA
163,5,4,1,541,SP_VB-4,SP,VB,2,5,18,2018,8.9,89,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,15.6,156,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,6.1,61,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,8.8,88,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,12.6,126,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,15.5,155,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,9.5,95,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,10.1,101,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,7.2,72,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,6.9,69,NA,NA,NA,NA
164,5,4,2,542,SP_SH-4,SP,SH,2,5,18,2018,8.3,83,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,2.9,29,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,20.3,203,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,11.4,114,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,14.8,148,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,12,120,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,9.5,95,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,11.2,112,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,16,160,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,16.2,162,NA,NA,NA,NA
165,5,4,3,543,SP_SS-4,SP,SS,2,5,18,2018,9.6,96,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,VB,2,5,18,2018,14.4,144,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,VB,2,5,18,2018,11.6,116,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,VB,2,5,18,2018,12.1,121,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,VB,2,5,18,2018,10.2,102,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,VB,2,5,18,2018,11.9,119,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,SH,2,5,18,2018,7.6,76,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,SH,2,5,18,2018,9.4,94,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,SH,2,5,18,2018,4.6,46,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,SH,2,5,18,2018,13.1,131,NA,NA,NA,NA
166,5,4,4,544,SP_SHVB-4,SP,SH,2,5,18,2018,8.7,87,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,VB,2,5,18,2018,6.6,66,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,VB,2,5,18,2018,17.2,172,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,VB,2,5,18,2018,14.6,146,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,VB,2,5,18,2018,14.4,144,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,VB,2,5,18,2018,15.2,152,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,SS,2,5,18,2018,4.6,46,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,SS,2,5,18,2018,15.2,152,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,SS,2,5,18,2018,12.4,124,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,SS,2,5,18,2018,10.9,109,NA,NA,NA,NA
167,5,4,5,545,SP_SSVB-4,SP,SS,2,5,18,2018,15.6,156,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SS,2,5,18,2018,4.8,48,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SS,2,5,18,2018,17.7,177,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SS,2,5,18,2018,15.1,151,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SS,2,5,18,2018,12.2,122,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SS,2,5,18,2018,12.6,126,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SH,2,5,18,2018,4.1,41,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SH,2,5,18,2018,13,130,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SH,2,5,18,2018,14.5,145,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SH,2,5,18,2018,9,90,NA,NA,NA,NA
168,5,4,6,546,SP_SHSS-4,SP,SH,2,5,18,2018,12.9,129,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,12.7,127,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,3.5,35,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,11.4,114,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,5.9,59,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,12.4,124,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,15.3,153,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,13.8,138,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,9.7,97,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,11.5,115,NA,NA,NA,NA
169,5,5,1,551,SP_SH-5,SP,SH,2,5,18,2018,9.9,99,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SS,2,5,18,2018,11.1,111,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SS,2,5,18,2018,5.9,59,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SS,2,5,18,2018,12.1,121,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SS,2,5,18,2018,5.9,59,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SS,2,5,18,2018,15.2,152,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SH,2,5,18,2018,7.9,79,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SH,2,5,18,2018,7,70,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SH,2,5,18,2018,13.5,135,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SH,2,5,18,2018,8,80,NA,NA,NA,NA
170,5,5,2,552,SP_SHSS-5,SP,SH,2,5,18,2018,5.9,59,NA,NA,NA,NA
171,5,5,3,553,SP_VB-5,SP,VB,2,5,18,2018,17.5,175,NA,NA,NA,NA
171,5,5,3,553,SP_VB-5,SP,VB,2,5,18,2018,12.3,123,NA,NA,NA,NA
171,5,5,3,553,SP_VB-5,SP,VB,2,5,18,2018,9.1,91,NA,NA,NA,NA
171,5,5,3,553,SP_VB-5,SP,VB,2,5,18,2018,14,140,NA,NA,NA,NA
171,5,5,3,553,SP_VB-5,SP,VB,2,5,18,2018,14.3,143,NA,NA,NA,NA
171,5,5,3,553,SP_VB-5,SP,VB,2,5,18,2018,3.9,39,NA,NA,NA,NA
