PlotID,SiteNum,RowNum,ColNum,Position,PlotName,SiteName,CropSp,CropTrt,Quadrat,LeavesStems_g_1m2,Roots,StemCounts,Tltbiomass_gmsq
186,6,1,6,616,AG_VB-1,AG,WD,VB,1,,,,1137
186,6,1,6,616,AG_VB-1,AG,VB,VB,2,450,8,7,
186,6,1,6,616,AG_VB-1,AG,WD,VB,2,,,,1419
186,6,1,6,616,AG_VB-1,AG,VB,VB,3,46,4,1,
186,6,1,6,616,AG_VB-1,AG,WD,VB,3,,,,1471
187,6,2,1,621,AG_SH-2,AG,SH,SH,1,528,100,22,
187,6,2,1,621,AG_SH-2,AG,WD,SH,1,,,,793
187,6,2,1,621,AG_SH-2,AG,SH,SH,2,83,16,3,
187,6,2,1,621,AG_SH-2,AG,WD,SH,2,,,,802
187,6,2,1,621,AG_SH-2,AG,SH,SH,3,101,12,10,
187,6,2,1,621,AG_SH-2,AG,WD,SH,3,,,,711
188,6,2,2,622,AG_SHSS-2,AG,SH,SHSS,1,129,17,16,
188,6,2,2,622,AG_SHSS-2,AG,SS,SHSS,1,728,65,49,
188,6,2,2,622,AG_SHSS-2,AG,WD,SHSS,1,,,,1002
188,6,2,2,622,AG_SHSS-2,AG,SH,SHSS,2,76,10,10,
188,6,2,2,622,AG_SHSS-2,AG,SS,SHSS,2,525,37,45,
188,6,2,2,622,AG_SHSS-2,AG,WD,SHSS,2,,,,942
188,6,2,2,622,AG_SHSS-2,AG,SH,SHSS,3,130,17,14,
188,6,2,2,622,AG_SHSS-2,AG,SS,SHSS,3,833,86,38,
188,6,2,2,622,AG_SHSS-2,AG,WD,SHSS,3,,,,501
189,6,2,3,623,AG_SHVB-2,AG,SH,SHVB,1,25,3,3,
189,6,2,3,623,AG_SHVB-2,AG,VB,SHVB,1,38,6,3,
189,6,2,3,623,AG_SHVB-2,AG,WD,SHVB,1,,,,1154
189,6,2,3,623,AG_SHVB-2,AG,SH,SHVB,2,51,8,4,
189,6,2,3,623,AG_SHVB-2,AG,VB,SHVB,2,26,2,2,
189,6,2,3,623,AG_SHVB-2,AG,WD,SHVB,2,,,,841
189,6,2,3,623,AG_SHVB-2,AG,SH,SHVB,3,51,6,6,
189,6,2,3,623,AG_SHVB-2,AG,VB,SHVB,3,12,2,2,
189,6,2,3,623,AG_SHVB-2,AG,WD,SHVB,3,,,,942
190,6,2,4,624,AG_SS-2,AG,SS,SS,1,865,112,39,
190,6,2,4,624,AG_SS-2,AG,WD,SS,1,,,,415
190,6,2,4,624,AG_SS-2,AG,SS,SS,2,415,38,24,
190,6,2,4,624,AG_SS-2,AG,WD,SS,2,,,,750
190,6,2,4,624,AG_SS-2,AG,SS,SS,3,1043,180,92,
190,6,2,4,624,AG_SS-2,AG,WD,SS,3,,,,251
191,6,2,5,625,AG_VB-2,AG,VB,VB,1,151,10,8,
191,6,2,5,625,AG_VB-2,AG,WD,VB,1,,,,1121
191,6,2,5,625,AG_VB-2,AG,VB,VB,2,177,9,5,
191,6,2,5,625,AG_VB-2,AG,WD,VB,2,,,,1166
191,6,2,5,625,AG_VB-2,AG,VB,VB,3,171,9,3,
191,6,2,5,625,AG_VB-2,AG,WD,VB,3,,,,727
192,6,2,6,626,AG_SSVB-2,AG,SS,SSVB,1,810,61,44,
192,6,2,6,626,AG_SSVB-2,AG,VB,SSVB,1,65,4,3,
192,6,2,6,626,AG_SSVB-2,AG,WD,SSVB,1,,,,565
192,6,2,6,626,AG_SSVB-2,AG,SS,SSVB,2,755,97,40,
192,6,2,6,626,AG_SSVB-2,AG,VB,SSVB,2,42,1,3,
192,6,2,6,626,AG_SSVB-2,AG,WD,SSVB,2,,,,768
192,6,2,6,626,AG_SSVB-2,AG,SS,SSVB,3,530,37,46,
192,6,2,6,626,AG_SSVB-2,AG,VB,SSVB,3,21,1,2,
192,6,2,6,626,AG_SSVB-2,AG,WD,SSVB,3,,,,736
193,6,3,1,631,AG_SHVB-3,AG,SH,SHVB,1,323,56,21,
193,6,3,1,631,AG_SHVB-3,AG,VB,SHVB,1,47,6,3,
193,6,3,1,631,AG_SHVB-3,AG,WD,SHVB,1,,,,478
193,6,3,1,631,AG_SHVB-3,AG,SH,SHVB,2,324,52,15,
193,6,3,1,631,AG_SHVB-3,AG,VB,SHVB,2,43,7,3,
193,6,3,1,631,AG_SHVB-3,AG,WD,SHVB,2,,,,483
193,6,3,1,631,AG_SHVB-3,AG,SH,SHVB,3,170,27,9,
193,6,3,1,631,AG_SHVB-3,AG,VB,SHVB,3,13,2,1,
193,6,3,1,631,AG_SHVB-3,AG,WD,SHVB,3,,,,463
194,6,3,2,632,AG_SS-3,AG,SS,SS,1,544,57,85,
194,6,3,2,632,AG_SS-3,AG,WD,SS,1,,,,325
194,6,3,2,632,AG_SS-3,AG,SS,SS,2,571,61,82,
194,6,3,2,632,AG_SS-3,AG,WD,SS,2,,,,262
194,6,3,2,632,AG_SS-3,AG,SS,SS,3,660,80,72,
194,6,3,2,632,AG_SS-3,AG,WD,SS,3,,,,303
195,6,3,3,633,AG_VB-3,AG,VB,VB,1,71,4,3,
195,6,3,3,633,AG_VB-3,AG,WD,VB,1,,,,448
195,6,3,3,633,AG_VB-3,AG,VB,VB,2,128,5,3,
195,6,3,3,633,AG_VB-3,AG,WD,VB,2,,,,570
195,6,3,3,633,AG_VB-3,AG,VB,VB,3,21,2,2,
195,6,3,3,633,AG_VB-3,AG,WD,VB,3,,,,889
196,6,3,4,634,AG_SSVB-3,AG,SS,SSVB,1,474,34,10,
196,6,3,4,634,AG_SSVB-3,AG,VB,SSVB,1,36,2,3,
196,6,3,4,634,AG_SSVB-3,AG,WD,SSVB,1,,,,935
196,6,3,4,634,AG_SSVB-3,AG,SS,SSVB,2,929,65,16,
196,6,3,4,634,AG_SSVB-3,AG,VB,SSVB,2,55,2,2,
196,6,3,4,634,AG_SSVB-3,AG,WD,SSVB,2,,,,396
196,6,3,4,634,AG_SSVB-3,AG,SS,SSVB,3,431,42,10,
196,6,3,4,634,AG_SSVB-3,AG,VB,SSVB,3,26,2,1,
196,6,3,4,634,AG_SSVB-3,AG,WD,SSVB,3,,,,651
197,6,3,5,635,AG_SH-3,AG,SH,SH,1,249,26,6,
197,6,3,5,635,AG_SH-3,AG,WD,SH,1,,,,700
197,6,3,5,635,AG_SH-3,AG,SH,SH,2,492,98,27,
197,6,3,5,635,AG_SH-3,AG,WD,SH,2,,,,647
197,6,3,5,635,AG_SH-3,AG,SH,SH,3,417,49,26,
197,6,3,5,635,AG_SH-3,AG,WD,SH,3,,,,381
198,6,3,6,636,AG_SHSS-3,AG,SH,SHSS,1,47,5,6,
198,6,3,6,636,AG_SHSS-3,AG,SS,SHSS,1,562,45,23,
198,6,3,6,636,AG_SHSS-3,AG,WD,SHSS,1,,,,503
198,6,3,6,636,AG_SHSS-3,AG,SH,SHSS,2,253,40,15,
198,6,3,6,636,AG_SHSS-3,AG,SS,SHSS,2,841,61,45,
198,6,3,6,636,AG_SHSS-3,AG,WD,SHSS,2,,,,248
198,6,3,6,636,AG_SHSS-3,AG,SH,SHSS,3,187,20,16,
198,6,3,6,636,AG_SHSS-3,AG,SS,SHSS,3,739,61,38,
198,6,3,6,636,AG_SHSS-3,AG,WD,SHSS,3,,,,505
199,6,4,1,641,AG_SSVB-4,AG,SS,SSVB,1,418,55,42,
199,6,4,1,641,AG_SSVB-4,AG,VB,SSVB,1,96,1,4,
199,6,4,1,641,AG_SSVB-4,AG,WD,SSVB,1,,,,340
199,6,4,1,641,AG_SSVB-4,AG,SS,SSVB,2,564,76,47,
199,6,4,1,641,AG_SSVB-4,AG,VB,SSVB,2,61,3,2,
199,6,4,1,641,AG_SSVB-4,AG,WD,SSVB,2,,,,451
199,6,4,1,641,AG_SSVB-4,AG,SS,SSVB,3,460,94,52,
199,6,4,1,641,AG_SSVB-4,AG,VB,SSVB,3,95,4,4,
199,6,4,1,641,AG_SSVB-4,AG,WD,SSVB,3,,,,723
200,6,4,2,642,AG_SHVB-4,AG,SH,SHVB,1,30,2,4,
200,6,4,2,642,AG_SHVB-4,AG,VB,SHVB,1,43,1,2,
200,6,4,2,642,AG_SHVB-4,AG,WD,SHVB,1,,,,610
200,6,4,2,642,AG_SHVB-4,AG,SH,SHVB,2,106,10,15,
200,6,4,2,642,AG_SHVB-4,AG,VB,SHVB,2,53,1,5,
200,6,4,2,642,AG_SHVB-4,AG,WD,SHVB,2,,,,487
200,6,4,2,642,AG_SHVB-4,AG,SH,SHVB,3,219,41,13,
200,6,4,2,642,AG_SHVB-4,AG,VB,SHVB,3,75,3,2,
200,6,4,2,642,AG_SHVB-4,AG,WD,SHVB,3,,,,429
201,6,4,3,643,AG_SHSS-4,AG,SH,SHSS,1,17,3,3,
201,6,4,3,643,AG_SHSS-4,AG,SS,SHSS,1,248,35,3,
201,6,4,3,643,AG_SHSS-4,AG,WD,SHSS,1,,,,357
201,6,4,3,643,AG_SHSS-4,AG,SH,SHSS,2,37,3,5,
201,6,4,3,643,AG_SHSS-4,AG,SS,SHSS,2,392,48,25,
201,6,4,3,643,AG_SHSS-4,AG,WD,SHSS,2,,,,569
201,6,4,3,643,AG_SHSS-4,AG,SH,SHSS,3,77,4,9,
201,6,4,3,643,AG_SHSS-4,AG,SS,SHSS,3,440,50,29,
201,6,4,3,643,AG_SHSS-4,AG,WD,SHSS,3,,,,606
202,6,4,4,644,AG_VB-4,AG,VB,VB,1,104,10,7,
202,6,4,4,644,AG_VB-4,AG,WD,VB,1,,,,393
202,6,4,4,644,AG_VB-4,AG,VB,VB,2,72,6,5,
202,6,4,4,644,AG_VB-4,AG,WD,VB,2,,,,460
202,6,4,4,644,AG_VB-4,AG,VB,VB,3,51,4,3,
202,6,4,4,644,AG_VB-4,AG,WD,VB,3,,,,504
203,6,4,5,645,AG_SS-4,AG,SS,SS,1,1007,264,62,
203,6,4,5,645,AG_SS-4,AG,WD,SS,1,,,,455
203,6,4,5,645,AG_SS-4,AG,SS,SS,2,655,106,50,
203,6,4,5,645,AG_SS-4,AG,WD,SS,2,,,,436
203,6,4,5,645,AG_SS-4,AG,SS,SS,3,389,28,26,
203,6,4,5,645,AG_SS-4,AG,WD,SS,3,,,,800
204,6,4,6,646,AG_SH-4,AG,SH,SH,1,267,37,20,
204,6,4,6,646,AG_SH-4,AG,WD,SH,1,,,,575
204,6,4,6,646,AG_SH-4,AG,SH,SH,2,294,52,35,
204,6,4,6,646,AG_SH-4,AG,WD,SH,2,,,,550
204,6,4,6,646,AG_SH-4,AG,SH,SH,3,330,55,27,
204,6,4,6,646,AG_SH-4,AG,WD,SH,3,,,,622
205,6,5,1,651,AG_VB-5,AG,VB,VB,1,121,3,4,
205,6,5,1,651,AG_VB-5,AG,WD,VB,1,,,,414
205,6,5,1,651,AG_VB-5,AG,VB,VB,2,234,13,5,
205,6,5,1,651,AG_VB-5,AG,WD,VB,2,,,,575
205,6,5,1,651,AG_VB-5,AG,VB,VB,3,273,14,6,
205,6,5,1,651,AG_VB-5,AG,WD,VB,3,,,,268
206,6,5,2,652,AG_SSVB-5,AG,SS,SSVB,1,438,56,40,
206,6,5,2,652,AG_SSVB-5,AG,VB,SSVB,1,108,7,3,
206,6,5,2,652,AG_SSVB-5,AG,WD,SSVB,1,,,,211
206,6,5,2,652,AG_SSVB-5,AG,SS,SSVB,2,630,76,42,
206,6,5,2,652,AG_SSVB-5,AG,VB,SSVB,2,80,6,3,
206,6,5,2,652,AG_SSVB-5,AG,WD,SSVB,2,,,,315
206,6,5,2,652,AG_SSVB-5,AG,SS,SSVB,3,268,38,24,
206,6,5,2,652,AG_SSVB-5,AG,VB,SSVB,3,54,6,3,
206,6,5,2,652,AG_SSVB-5,AG,WD,SSVB,3,,,,290
207,6,5,3,653,AG_SH-5,AG,SH,SH,1,159,39,14,
207,6,5,3,653,AG_SH-5,AG,WD,SH,1,,,,473
207,6,5,3,653,AG_SH-5,AG,SH,SH,2,215,39,16,
207,6,5,3,653,AG_SH-5,AG,WD,SH,2,,,,656
207,6,5,3,653,AG_SH-5,AG,SH,SH,3,317,55,22,
207,6,5,3,653,AG_SH-5,AG,WD,SH,3,,,,420
208,6,5,4,654,AG_SHSS-5,AG,SH,SHSS,1,55,6,3,
208,6,5,4,654,AG_SHSS-5,AG,SS,SHSS,1,267,31,9,
208,6,5,4,654,AG_SHSS-5,AG,WD,SHSS,1,,,,390
208,6,5,4,654,AG_SHSS-5,AG,SH,SHSS,2,66,8,5,
208,6,5,4,654,AG_SHSS-5,AG,SS,SHSS,2,314,37,8,
208,6,5,4,654,AG_SHSS-5,AG,WD,SHSS,2,,,,300
208,6,5,4,654,AG_SHSS-5,AG,SH,SHSS,3,10,1,1,
208,6,5,4,654,AG_SHSS-5,AG,SS,SHSS,3,1094,129,39,
208,6,5,4,654,AG_SHSS-5,AG,WD,SHSS,3,,,,183
209,6,5,5,655,AG_SHVB-5,AG,SH,SHVB,1,378,65,10,
209,6,5,5,655,AG_SHVB-5,AG,VB,SHVB,1,79,10,4,
209,6,5,5,655,AG_SHVB-5,AG,WD,SHVB,1,,,,631
209,6,5,5,655,AG_SHVB-5,AG,SH,SHVB,2,261,67,13,
209,6,5,5,655,AG_SHVB-5,AG,VB,SHVB,2,152,10,4,
209,6,5,5,655,AG_SHVB-5,AG,WD,SHVB,2,,,,1010
209,6,5,5,655,AG_SHVB-5,AG,SH,SHVB,3,467,140,23,
209,6,5,5,655,AG_SHVB-5,AG,VB,SHVB,3,100,9,6,
209,6,5,5,655,AG_SHVB-5,AG,WD,SHVB,3,,,,465
210,6,5,6,656,AG_SS-5,AG,SS,SS,1,577,100,58,
210,6,5,6,656,AG_SS-5,AG,WD,SS,1,,,,270
210,6,5,6,656,AG_SS-5,AG,SS,SS,2,740,95,88,
210,6,5,6,656,AG_SS-5,AG,WD,SS,2,,,,287
210,6,5,6,656,AG_SS-5,AG,SS,SS,3,639,64,57,
210,6,5,6,656,AG_SS-5,AG,WD,SS,3,,,,486
211,6,6,1,661,AG_SHSS-6,AG,SH,SHSS,1,80,11,10,
211,6,6,1,661,AG_SHSS-6,AG,SS,SHSS,1,30,4,7,
211,6,6,1,661,AG_SHSS-6,AG,WD,SHSS,1,,,,357
211,6,6,1,661,AG_SHSS-6,AG,SH,SHSS,2,177,27,19,
211,6,6,1,661,AG_SHSS-6,AG,SS,SHSS,2,199,23,38,
211,6,6,1,661,AG_SHSS-6,AG,WD,SHSS,2,,,,396
211,6,6,1,661,AG_SHSS-6,AG,SH,SHSS,3,43,8,10,
211,6,6,1,661,AG_SHSS-6,AG,SS,SHSS,3,174,22,54,
211,6,6,1,661,AG_SHSS-6,AG,WD,SHSS,3,,,,137
212,6,6,2,662,AG_VB-6,AG,VB,VB,1,180,13,5,
212,6,6,2,662,AG_VB-6,AG,WD,VB,1,,,,462
212,6,6,2,662,AG_VB-6,AG,VB,VB,2,152,10,5,
212,6,6,2,662,AG_VB-6,AG,WD,VB,2,,,,750
212,6,6,2,662,AG_VB-6,AG,VB,VB,3,161,13,6,
212,6,6,2,662,AG_VB-6,AG,WD,VB,3,,,,367
213,6,6,3,663,AG_SS-6,AG,SS,SS,1,521,49,54,
213,6,6,3,663,AG_SS-6,AG,WD,SS,1,,,,114
213,6,6,3,663,AG_SS-6,AG,SS,SS,2,612,69,44,
213,6,6,3,663,AG_SS-6,AG,WD,SS,2,,,,342
213,6,6,3,663,AG_SS-6,AG,SS,SS,3,359,40,25,
213,6,6,3,663,AG_SS-6,AG,WD,SS,3,,,,403
214,6,6,4,664,AG_SH-6,AG,SH,SH,1,186,40,11,
214,6,6,4,664,AG_SH-6,AG,WD,SH,1,,,,212
214,6,6,4,664,AG_SH-6,AG,SH,SH,2,253,54,19,
214,6,6,4,664,AG_SH-6,AG,WD,SH,2,,,,519
214,6,6,4,664,AG_SH-6,AG,SH,SH,3,322,80,20,
214,6,6,4,664,AG_SH-6,AG,WD,SH,3,,,,616
215,6,6,5,665,AG_SSVB-6,AG,SS,SSVB,1,911,88,44,
215,6,6,5,665,AG_SSVB-6,AG,VB,SSVB,1,29,5,2,
215,6,6,5,665,AG_SSVB-6,AG,WD,SSVB,1,,,,571
215,6,6,5,665,AG_SSVB-6,AG,SS,SSVB,2,577,60,34,
215,6,6,5,665,AG_SSVB-6,AG,VB,SSVB,2,43,6,3,
215,6,6,5,665,AG_SSVB-6,AG,WD,SSVB,2,,,,220
215,6,6,5,665,AG_SSVB-6,AG,SS,SSVB,3,442,31,24,
215,6,6,5,665,AG_SSVB-6,AG,VB,SSVB,3,24,3,2,
215,6,6,5,665,AG_SSVB-6,AG,WD,SSVB,3,,,,178
216,6,6,6,666,AG_SHVB-6,AG,SH,SHVB,1,239,55,16,
216,6,6,6,666,AG_SHVB-6,AG,VB,SHVB,1,31,5,2,
216,6,6,6,666,AG_SHVB-6,AG,WD,SHVB,1,,,,1035
216,6,6,6,666,AG_SHVB-6,AG,SH,SHVB,2,100,38,7,
216,6,6,6,666,AG_SHVB-6,AG,VB,SHVB,2,45,5,2,
216,6,6,6,666,AG_SHVB-6,AG,WD,SHVB,2,,,,281
216,6,6,6,666,AG_SHVB-6,AG,SH,SHVB,3,82,14,8,
216,6,6,6,666,AG_SHVB-6,AG,VB,SHVB,3,64,7,4,
216,6,6,6,666,AG_SHVB-6,AG,WD,SHVB,3,,,,210
