PlotID,PlotName,CropName,CropTrt,Block,Location,SiteNum,RowNumber,ColNum,Position,Season,Year,Month,Day,SamplingWeek,SamplingDate,Height_cm,Height_cm,Height_cm,Chlorophyll_CCI,Chlorophyll_CCI,Chlorophyll_CCI
31,VF_SSVB-6,SS,SSVB,1,VF,1,6,1,161,Winter,2019,12,19,6,12/19/2019,11,10,13,8,11.6,8.4
31,VF_SSVB-6,VB,SSVB,1,VF,1,6,1,161,Winter,2019,12,19,6,12/19/2019,36+,30+,15,30.2,23.3,25
32,VF_SH-6,SH,SH,1,VF,1,6,2,162,Winter,2019,12,19,6,12/19/2019,48,30,50,11.5,15.6,11.6
33,VF_VB-6,VB,VB,1,VF,1,6,3,163,Winter,2019,12,19,6,12/19/2019,19+,13,49+,28.1,11,11.8
34,VF_SS-6,SS,SS,1,VF,1,6,4,164,Winter,2019,12,19,6,12/19/2019,13,16,10,8.9,5.5,6.5
35,VF_SHSS-6,SH,SHSS,1,VF,1,6,5,165,Winter,2019,12,19,6,12/19/2019,19,39,31,6.4,14.8,18
35,VF_SHSS-6,SS,SHSS,1,VF,1,6,5,165,Winter,2019,12,19,6,12/19/2019,19,14,17,7.7,7.2,8.5
36,VF_SHVB-6,SH,SHVB,1,VF,1,6,6,166,Winter,2019,12,19,6,12/19/2019,29,42,53,16.2,12,15.9
36,VF_SHVB-6,VB,SHVB,1,VF,1,6,6,166,Winter,2019,12,19,6,12/19/2019,30+,10,27+,22.3,13.1,24.1
37,FO_SS-1,SS,SS,4,FO,2,1,1,211,Winter,2019,12,19,6,12/19/2019,30,22,29,5.2,6.8,7.7
38,FO_SHSS-1,SH,SHSS,4,FO,2,1,2,212,Winter,2019,12,19,6,12/19/2019,49,40,33,10.3,11.5,13
38,FO_SHSS-1,SS,SHSS,4,FO,2,1,2,212,Winter,2019,12,19,6,12/19/2019,11,11,19,5,9.1,7.1
39,FO_SHVB-1,SH,SSVB,4,FO,2,1,3,213,Winter,2019,12,19,6,12/19/2019,42,40,50,17.3,14.5,12.2
39,FO_SHVB-1,VB,SHVB,4,FO,2,1,3,213,Winter,2019,12,19,6,12/19/2019,57+,30+,35+,27.2,12.1,16
40,FO_SSVB-1,SS,SSVB,4,FO,2,1,4,214,Winter,2019,12,19,6,12/19/2019,0,0,0,0,0,0
40,FO_SSVB-1,VB,SSVB,4,FO,2,1,4,214,Winter,2019,12,19,6,12/19/2019,34+,27+,11,24.1,12.8,11.5
41,FO_SH-1,SH,SH,4,FO,2,1,5,215,Winter,2019,12,19,6,12/19/2019,44,40,52,12,16.2,12.6
42,FO_VB-1,VB,VB,4,FO,2,1,6,216,Winter,2019,12,19,6,12/19/2019,30+,39+,18,27,11.3,18.3
43,FO_VB-2,VB,VB,4,FO,2,2,1,221,Winter,2019,12,19,6,12/19/2019,20,17,24+,19.3,19,13.1
44,FO_SSVB-2,SS,SSVB,4,FO,2,2,2,222,Winter,2019,12,19,6,12/19/2019,0,0,0,0,0,0
44,FO_SSVB-2,VB,SSVB,4,FO,2,2,2,222,Winter,2019,12,19,6,12/19/2019,25+,20+,30+,22.2,6.4,14.1
45,FO_SS-2,SS,SS,4,FO,2,2,3,223,Winter,2019,12,19,6,12/19/2019,23,30,28,15.9,13.2,16
46,FO_SH-2,SH,SH,4,FO,2,2,4,224,Winter,2019,12,19,6,12/19/2019,54,40,50,22.1,12.7,18.5
47,FO_SHVB-2,SH,SHVB,4,FO,2,2,5,225,Winter,2019,12,19,6,12/19/2019,50,53,42,7.9,10.6,19
47,FO_SHVB-2,VB,SHVB,4,FO,2,2,5,225,Winter,2019,12,19,6,12/19/2019,27,17,26+,15.1,18.4,17.7
48,FO_SHSS-2,SH,SHSS,4,FO,2,2,6,226,Winter,2019,12,19,6,12/19/2019,65,50,48,20.3,16.9,18.2
48,FO_SHSS-2,SS,SHSS,4,FO,2,2,6,226,Winter,2019,12,19,6,12/19/2019,39,50,28,8.1,11.9,12.7
49,FO_SH-3,SH,SH,4,FO,2,3,1,231,Winter,2019,12,19,6,12/19/2019,49,27,58,10.4,5.8,16.5
50,FO_SHVB-3,SH,SHVB,4,FO,2,3,2,232,Winter,2019,12,19,6,12/19/2019,47,50,30,13.9,12.6,10.3
50,FO_SHVB-3,VB,SHVB,4,FO,2,3,2,232,Winter,2019,12,19,6,12/19/2019,17,13,29,9.9,26.3,11
51,FO_VB-3,VB,VB,4,FO,2,3,3,233,Winter,2019,12,19,6,12/19/2019,21,42+,30+,25.2,11.4,10.8
52,FO_SHSS-3,SH,SHSS,4,FO,2,3,4,234,Winter,2019,12,19,6,12/19/2019,47,30,39,13.1,17.9,20.1
52,FO_SHSS-3,SS,SHSS,4,FO,2,3,4,234,Winter,2019,12,19,6,12/19/2019,34,26,20,8.6,13.5,7
53,FO_SS-3,SS,SS,4,FO,2,3,5,235,Winter,2019,12,19,6,12/19/2019,29,40,19,9.1,14,6.3
54,FO_SSVB-3,SS,SSVB,4,FO,2,3,6,236,Winter,2019,12,19,6,12/19/2019,0,0,0,0,0,0
54,FO_SSVB-3,VB,SSVB,4,FO,2,3,6,236,Winter,2019,12,19,6,12/19/2019,32+,16,26+,24.3,17.7,14.8
55,FO_SHSS-4,SH,SHSS,4,FO,2,4,1,241,Winter,2019,12,19,6,12/19/2019,42,37,39,12.6,15.2,19.4
55,FO_SHSS-4,SS,SHSS,4,FO,2,4,1,241,Winter,2019,12,19,6,12/19/2019,40,37,21,7.8,6.3,10.9
56,FO_SH-4,SH,SH,4,FO,2,4,2,242,Winter,2019,12,19,6,12/19/2019,48,27,40,20.2,17,18.5
57,FO_SSVB-4,SS,SSVB,4,FO,2,4,3,243,Winter,2019,12,19,6,12/19/2019,32,25,22,11.4,21,9.4
57,FO_SSVB-4,VB,SSVB,4,FO,2,4,3,243,Winter,2019,12,19,6,12/19/2019,40+,37+,25,12.1,16.2,27.3
58,FO_SS-4,SS,SS,4,FO,2,4,4,244,Winter,2019,12,19,6,12/19/2019,28,24,26,9.6,13.3,10.2
59,FO_VB-4,VB,VB,4,FO,2,4,5,245,Winter,2019,12,19,6,12/19/2019,10,22,27+,11.8,12,25.8
60,FO_SHVB-4,SH,SHVB,4,FO,2,4,6,246,Winter,2019,12,19,6,12/19/2019,42,49,35,17.3,20.3,24.2
60,FO_SHVB-4,VB,SHVB,4,FO,2,4,6,246,Winter,2019,12,19,6,12/19/2019,23,31+,22,16.6,12.7,12.5
61,FO_SHVB-5,SH,SHVB,4,FO,2,5,1,251,Winter,2019,12,19,6,12/19/2019,34,52,25,11.8,18.4,14.2
61,FO_SHVB-5,VB,SHVB,4,FO,2,5,1,251,Winter,2019,12,19,6,12/19/2019,33,24,12,11.6,12.3,15.5
62,FO_SS-5,SS,SS,4,FO,2,5,2,252,Winter,2019,12,19,6,12/19/2019,20,15,25,6.7,6.4,8.4
63,FO_SHSS-5,SH,SHSS,4,FO,2,5,3,253,Winter,2019,12,19,6,12/19/2019,38,41,33,14.1,15.2,15.5
63,FO_SHSS-5,SS,SHSS,4,FO,2,5,3,253,Winter,2019,12,19,6,12/19/2019,22,20,15,5.2,6.4,7.9
64,FO_VB-5,VB,VB,4,FO,2,5,4,254,Winter,2019,12,19,6,12/19/2019,26+,23+,27+,16.9,27.4,14.3
65,FO_SSVB-5,SS,SSVB,4,FO,2,5,5,255,Winter,2019,12,19,6,12/19/2019,27,22,30,11.3,13.6,8.3
65,FO_SSVB-5,VB,SSVB,4,FO,2,5,5,255,Winter,2019,12,19,6,12/19/2019,42+,33+,16,19.7,28.4,14.1
66,FO_SH-5,SH,SH,4,FO,2,5,6,256,Winter,2019,12,19,6,12/19/2019,49,23,34,22.3,15.1,20.6
67,FO_SSVB-6,SS,SSVB,4,FO,2,6,1,261,Winter,2019,12,19,6,12/19/2019,21,13,23,6.1,7.2,7.9
67,FO_SSVB-6,VB,SSVB,4,FO,2,6,1,261,Winter,2019,12,19,6,12/19/2019,20,18,28,8.1,17.1,9.9
68,FO_VB-6,VB,VB,4,FO,2,6,2,262,Winter,2019,12,19,6,12/19/2019,10,50+,26,11.2,19,26.5
69,FO_SH-6,SH,SH,4,FO,2,6,3,263,Winter,2019,12,19,6,12/19/2019,31,40,29,14.1,15.9,11.9
70,FO_SHVB-6,VB,SHVB,4,FO,2,6,4,264,Winter,2019,12,19,6,12/19/2019,10,21,42+,30.3,11.9,11.6
70,FO_SHVB-6,SH,SHVB,4,FO,2,6,4,264,Winter,2019,12,19,6,12/19/2019,41,45,32,12.5,9.8,13.1
71,FO_SHSS-6,SS,SHSS,4,FO,2,6,5,265,Winter,2019,12,19,6,12/19/2019,20,15,22,8.4,7.5,11.7
71,FO_SHSS-6,SH,SHSS,4,FO,2,6,5,265,Winter,2019,12,19,6,12/19/2019,46,50,34,19.9,18,33.1
72,FO_SS-6,SS,SS,4,FO,2,6,6,266,Winter,2019,12,19,6,12/19/2019,28,21,12,10.8,10.4,6.2
73,HH_SH-1,SH,SH,14,HH,3,1,1,311,Winter,2019,12,19,6,12/19/2019,50,33,27,19.9,18.4,15.2
74,HH_SSVB-1,SS,SSVB,14,HH,3,1,2,312,Winter,2019,12,19,6,12/19/2019,24,27,15,6.5,12.8,13.6
74,HH_SSVB-1,VB,SSVB,14,HH,3,1,2,312,Winter,2019,12,19,6,12/19/2019,19,23,15,18.7,24,17.7
75,HH_SHVB-1,SH,SHVB,14,HH,3,1,3,313,Winter,2019,12,19,6,12/19/2019,39,22,29,24.3,13,18.6
75,HH_SHVB-1,VB,SHVB,14,HH,3,1,3,313,Winter,2019,12,19,6,12/19/2019,25,18,26+,13.5,9.9,38.2
76,HH_SHSS-1,SH,SHSS,14,HH,3,1,4,314,Winter,2019,12,19,6,12/19/2019,52,31,36,17.7,19.2,21.9
76,HH_SHSS-1,SS,SHSS,14,HH,3,1,4,314,Winter,2019,12,19,6,12/19/2019,33,38,25,10.1,10.4,14.6
77,HH_VB-1,VB,VB,14,HH,3,1,5,315,Winter,2019,12,19,6,12/19/2019,34+,21,17,23.6,12.1,19
78,HH_SS-1,SS,SS,14,HH,3,1,6,316,Winter,2019,12,19,6,12/19/2019,57,61,45,22.6,22.7,18.2
79,HH_VB-2,VB,VB,14,HH,3,2,1,321,Winter,2019,12,19,6,12/19/2019,27+,19,36+,20.3,13.1,11
80,HH_SHSS-2,SH,SHSS,14,HH,3,2,2,322,Winter,2019,12,19,6,12/19/2019,26,47,42,11.8,11.6,13.1
80,HH_SHSS-2,SS,SHSS,14,HH,3,2,2,322,Winter,2019,12,19,6,12/19/2019,31,17,21,10.6,11.5,10.3
81,HH_SS-2,SS,SS,14,HH,3,2,3,323,Winter,2019,12,19,6,12/19/2019,21,36,35,13.8,11.8,11.4
82,HH_SH-2,SH,SH,14,HH,3,2,4,324,Winter,2019,12,19,6,12/19/2019,30,29,54,10.4,6.6,21.5
83,HH_SHVB-2,SH,SHVB,14,HH,3,2,5,325,Winter,2019,12,19,6,12/19/2019,52,32,19,15,19.1,17.8
83,HH_SHVB-2,VB,SHVB,14,HH,3,2,5,325,Winter,2019,12,19,6,12/19/2019,37+,51+,10,29.4,16.1,9.3
84,HH_SSVB-2,SS,SSVB,14,HH,3,2,6,326,Winter,2019,12,19,6,12/19/2019,45,58,51,15.1,12.1,12
84,HH_SSVB-2,VB,SSVB,14,HH,3,2,6,326,Winter,2019,12,19,6,12/19/2019,11,39+,37+,15.2,12.6,20.7
85,HH_SHSS-3,SH,SHSS,14,HH,3,3,1,331,Winter,2019,12,19,6,12/19/2019,40,24,16,25.6,18.9,27
85,HH_SHSS-3,SS,SHSS,14,HH,3,3,1,331,Winter,2019,12,19,6,12/19/2019,25,33,24,11.8,10.3,10.5
86,HH_SHVB-3,SH,SHVB,14,HH,3,3,2,332,Winter,2019,12,19,6,12/19/2019,42,23,17,23.8,16.4,18
86,HH_SHVB-3,VB,SHVB,14,HH,3,3,2,332,Winter,2019,12,19,6,12/19/2019,20,13,18,9.7,10.1,12.2
87,HH_SSVB-3,SS,SSVB,14,HH,3,3,3,333,Winter,2019,12,19,6,12/19/2019,23,44,29,7.6,13.4,6.4
87,HH_SSVB-3,VB,SSVB,14,HH,3,3,3,333,Winter,2019,12,19,6,12/19/2019,23+,20+,11,13.2,8.6,11.4
88,HH_VB-3,VB,VB,14,HH,3,3,4,334,Winter,2019,12,19,6,12/19/2019,33+,29+,20,30.3,15.9,9.5
89,HH_SS-3,SS,SS,14,HH,3,3,5,335,Winter,2019,12,19,6,12/19/2019,37,24,39,12.1,11.8,9.9
90,HH_SH-3,SH,SH,14,HH,3,3,6,336,Winter,2019,12,19,6,12/19/2019,55,68,41,20,7.3,14
91,HH_SS-4,SS,SS,14,HH,3,4,1,341,Winter,2019,12,19,6,12/19/2019,41,23,32,4.9,6.7,12.9
92,HH_SH-4,SH,SH,14,HH,3,4,2,342,Winter,2019,12,19,6,12/19/2019,40,36,30,3.2,15.1,13.4
93,HH_VB-4,VB,VB,14,HH,3,4,3,343,Winter,2019,12,19,6,12/19/2019,23,16,26+,21.2,11.5,11.8
94,HH_SHVB-4,SH,SHVB,14,HH,3,4,4,344,Winter,2019,12,19,6,12/19/2019,40,29,13,13.3,14.6,10.7
94,HH_SHVB-4,VB,SHVB,14,HH,3,4,4,344,Winter,2019,12,19,6,12/19/2019,18,23,27,7.4,26.1,11.3
95,HH_SSVB-4,SS,SSVB,14,HH,3,4,5,345,Winter,2019,12,19,6,12/19/2019,41,20,37,8,7.1,5.1
95,HH_SSVB-4,VB,SSVB,14,HH,3,4,5,345,Winter,2019,12,19,6,12/19/2019,9,35+,18,9.2,13.3,22.8
96,HH_SHSS-4,SH,SHSS,14,HH,3,4,6,346,Winter,2019,12,19,6,12/19/2019,30,47,28,18.5,12.7,17.6
96,HH_SHSS-4,SS,SHSS,14,HH,3,4,6,346,Winter,2019,12,19,6,12/19/2019,38,29,23,9.8,6.1,19.3
97,HH_SSVB-5,SS,SSVB,14,HH,3,5,1,351,Winter,2019,12,19,6,12/19/2019,23,17,31,11.2,11.6,10.9
97,HH_SSVB-5,VB,SSVB,14,HH,3,5,1,351,Winter,2019,12,19,6,12/19/2019,14,37+,25+,8.5,15.6,10.3
98,HH_VB-5,VB,VB,14,HH,3,5,2,352,Winter,2019,12,19,6,12/19/2019,50+,20,31+,7.6,8.8,5.4
99,HH_SHSS-5,SH,SHSS,14,HH,3,5,3,353,Winter,2019,12,19,6,12/19/2019,18,15,9,12.4,17.6,19.3
99,HH_SHSS-5,SS,SHSS,14,HH,3,5,3,353,Winter,2019,12,19,6,12/19/2019,35,26,24,5.8,7.5,10.7
100,HH_SS-5,SS,SS,14,HH,3,5,4,354,Winter,2019,12,19,6,12/19/2019,26,22,16,10.3,6.6,4.4
101,HH_SH-5,SH,SH,14,HH,3,5,5,355,Winter,2019,12,19,6,12/19/2019,47,17,33,13.3,17,17.1
102,HH_SHVB-5,SH,SHVB,14,HH,3,5,6,356,Winter,2019,12,19,6,12/19/2019,43,24,31,15.3,18.7,20.4
102,HH_SHVB-5,VB,SHVB,14,HH,3,5,6,356,Winter,2019,12,19,6,12/19/2019,51+,42+,18,25.4,12.6,10.9
103,HH_SHVB-6,SH,SHVB,14,HH,3,6,1,361,Winter,2019,12,19,6,12/19/2019,10,11,11,14.6,14,19.5
103,HH_SHVB-6,VB,SHVB,14,HH,3,6,1,361,Winter,2019,12,19,6,12/19/2019,18,13,33,11.1,15.8,12.2
104,HH_SS-6,SS,SS,14,HH,3,6,2,362,Winter,2019,12,19,6,12/19/2019,11,13,15,5.3,8.1,6.5
105,HH_SH-6,SH,SH,14,HH,3,6,3,363,Winter,2019,12,19,6,12/19/2019,19,11,16,13.9,9.9,17.4
106,HH_SSVB-6,SS,SSVB,14,HH,3,6,4,364,Winter,2019,12,19,6,12/19/2019,25,23,29,8.1,3.3,14.2
106,HH_SSVB-6,VB,SSVB,14,HH,3,6,4,364,Winter,2019,12,19,6,12/19/2019,21+,28+,47+,20.3,12.8,26
107,HH_SHSS-6,SH,SHSS,14,HH,3,6,5,365,Winter,2019,12,19,6,12/19/2019,27,24,35,16.3,18.1,11.6
107,HH_SHSS-6,SS,SHSS,14,HH,3,6,5,365,Winter,2019,12,19,6,12/19/2019,17,18,12,7,10.2,16.1
108,HH_VB-6,VB,VB,14,HH,3,6,6,366,Winter,2019,12,19,6,12/19/2019,77+,59+,24,23.9,15.8,9.8
109,OC_SHSS-1,SH,SHSS,15,OC,4,1,1,411,Winter,2019,12,19,6,12/19/2019,72,61,80,13,10.5,8.9
109,OC_SHSS-1,SS,SHSS,15,OC,4,1,1,411,Winter,2019,12,19,6,12/19/2019,53,92,77,11.9,8,14.2
110,OC_SS-1,SS,SS,15,OC,4,1,2,412,Winter,2019,12,19,6,12/19/2019,50,74,80,15.4,7.2,8.8
111,OC_SH-1,SH,SH,15,OC,4,1,3,413,Winter,2019,12,19,6,12/19/2019,40,61,37,9.5,9.8,19.1
112,OC_SSVB-1,SS,SSVB,15,OC,4,1,4,414,Winter,2019,12,19,6,12/19/2019,30,45,51,7.6,8.4,11.2
112,OC_SSVB-1,VB,SSVB,15,OC,4,1,4,414,Winter,2019,12,19,6,12/19/2019,32,19,29,6.8,8.1,19.8
113,OC_VB-1,VB,VB,15,OC,4,1,5,415,Winter,2019,12,19,6,12/19/2019,45+,26,13,12.7,16.7,14.5
114,OC_SHVB-1,SH,SHVB,15,OC,4,1,6,415,Winter,2019,12,19,6,12/19/2019,41,60,55,13.1,9.4,10.6
114,OC_SHVB-1,VB,SHVB,15,OC,4,1,6,416,Winter,2019,12,19,6,12/19/2019,49+,42,33+,22.3,8.2,18.3
115,OC_SHVB-2,SH,SHVB,15,OC,4,2,1,421,Winter,2019,12,19,6,12/19/2019,61,40,52,10.1,11.5,12.4
115,OC_SHVB-2,VB,SHVB,15,OC,4,2,1,421,Winter,2019,12,19,6,12/19/2019,29,49+,38,9.2,17.1,12
116,OC_VB-2,VB,VB,15,OC,4,2,2,422,Winter,2019,12,19,6,12/19/2019,60+,51+,40,17.5,13.8,15.1
117,OC_SHSS-2,SH,SHSS,15,OC,4,2,3,423,Winter,2019,12,19,6,12/19/2019,61,49,42,21,14.8,12.2
117,OC_SHSS-2,SS,SHSS,15,OC,4,2,3,423,Winter,2019,12,19,6,12/19/2019,69,60,35,19.6,11.4,12.1
118,OC_SS-2,SS,SS,15,OC,4,2,4,424,Winter,2019,12,19,6,12/19/2019,71,52,30,25.9,17.4,8.7
119,OC_SSVB-2,SS,SSVB,15,OC,4,2,5,425,Winter,2019,12,19,6,12/19/2019,65,43,57,20,13.7,18.5
119,OC_SSVB-2,VB,SSVB,15,OC,4,2,5,425,Winter,2019,12,19,6,12/19/2019,44+,58+,46+,24.5,18.6,8.4
120,OC_SH-2,SH,SH,15,OC,4,2,6,426,Winter,2019,12,19,6,12/19/2019,73,62,45,23.2,13.7,38.4
121,OC_SSVB-3,SS,SSVB,15,OC,4,3,1,431,Winter,2019,12,19,6,12/19/2019,72,44,80,6.5,20,14.1
121,OC_SSVB-3,VB,SSVB,15,OC,4,3,1,431,Winter,2019,12,19,6,12/19/2019,60+,67+,35+,7.7,8.9,19.1
122,OC_SH-3,SH,SH,15,OC,4,3,2,432,Winter,2019,12,19,6,12/19/2019,44,42,63,14.1,18.5,13.4
123,OC_VB-3,VB,VB,15,OC,4,3,3,433,Winter,2019,12,19,6,12/19/2019,21,23+,31+,14.5,8.9,25.3
124,OC_SHVB-3,SH,SHVB,15,OC,4,3,4,434,Winter,2019,12,19,6,12/19/2019,62,57,39,19.9,14.8,26.4
124,OC_SHVB-3,VB,SHVB,15,OC,4,3,4,434,Winter,2019,12,19,6,12/19/2019,32+,60+,49+,9.8,9.1,14.1
125,OC_SHSS-3,SH,SHSS,15,OC,4,3,5,435,Winter,2019,12,19,6,12/19/2019,70,59,41,12.2,22.5,22.6
125,OC_SHSS-3,SS,SHSS,15,OC,4,3,5,435,Winter,2019,12,19,6,12/19/2019,78,55,32,14.5,8.9,13.1
126,OC_SS-3,SS,SS,15,OC,4,3,6,436,Winter,2019,12,19,6,12/19/2019,60,73,68,10.3,9.8,14.5
127,OC_SH-4,SH,SH,15,OC,4,4,1,441,Winter,2019,12,19,6,12/19/2019,53,55,77,15.8,12.9,15.6
128,OC_SSVB-4,SS,SSVB,15,OC,4,4,2,442,Winter,2019,12,19,6,12/19/2019,79,42,55,9.1,15.2,12.9
128,OC_SSVB-4,VB,SSVB,15,OC,4,4,2,442,Winter,2019,12,19,6,12/19/2019,58+,62+,42+,11.5,19.4,16.6
129,OC_SS-4,SS,SS,15,OC,4,4,3,443,Winter,2019,12,19,6,12/19/2019,87,69,44,16,18.9,10.7
130,OC_VB-4,VB,VB,15,OC,4,4,4,444,Winter,2019,12,19,6,12/19/2019,47+,28,30+,18.7,15.3,9.3
131,OC_SHVB-4,SH,SHVB,15,OC,4,4,5,445,Winter,2019,12,19,6,12/19/2019,65,38,63,13.1,25.9,21.5
131,OC_SHVB-4,VB,SHVB,15,OC,4,4,5,445,Winter,2019,12,19,6,12/19/2019,50+,41+,38+,19.9,13,16
132,OC_SHSS-4,SH,SHSS,15,OC,4,4,6,446,Winter,2019,12,19,6,12/19/2019,75,68,54,12.4,13.1,24.9
