PlotID,PlotName,SiteName,CropTrt,CropName,Position,SiteNum,RowNum,ColNum,SamplingDate,Height_mm,Chlorophyll
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,Week 4,145,16.4
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,Week 4,305,21.2
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,Week 4,65,29.7
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,215,23.3
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,220,20.6
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,120,22.5
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,260,29.3
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,260,24.5
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,175,25.4
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,170,20.1
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,165,26.6
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,180,26.9
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,Week 4,215,21.8
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,260,19.8
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,280,10.7
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,235,7.1
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,230,12.5
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,290,19
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,200,19.2
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,190,7.4
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,250,24.8
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,255,9.4
6,VF_SS-1,VF,SS,SS,116,1,1,6,Week 4,280,8.5
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,280,23.6
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,230,26.3
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,260,23
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,150,11.3
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,235,28.5
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,265,30.5
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,175,27
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,145,16.4
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,305,21.2
7,VF_SS-2,VF,SS,SS,121,1,2,1,Week 4,65,29.7
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,215,23.3
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,220,20.6
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,120,22.5
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,260,29.3
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,260,24.5
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,175,25.4
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,170,20.1
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,165,26.6
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,180,26.9
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,Week 4,215,21.8
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,290+,36.3
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,220,36.1
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,370+,23.8
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,250,39.5
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,260+,29
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,350+,29.6
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,470+,20.6
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,230,39.1
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,260,35
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,Week 4,240,27.1
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,365,17.9
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,260,27.8
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,425,30.4
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,355,25
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,430,27.7
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,460,24.2
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,350,26.2
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,315,26.3
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,230,29.8
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,Week 4,305,30.3
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,250,34
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,280,34.5
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,270,23.9
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,160,32.1
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,285,30.8
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,250,26.5
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,300,25.6
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,215,32.1
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,340,29.7
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,Week 4,295,30.6
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,160,23.3
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,255,23.9
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,190,28.7
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,275,26.8
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,280,20.1
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,235,25
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,115,26.5
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,210,27.1
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,235,24.9
10,VF_SH-2,VF,SH,SH,124,1,2,4,Week 4,235,20.7
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,460+,37.7
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,350+,27.3
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,110,24.2
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,280,36.3
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,310+,40
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,200,36.8
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,285,29.9
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,245,48.3
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,140,30.1
11,VF_VB-2,VF,VB,VB,125,1,2,5,Week 4,300+,34.5
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,210,22.5
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,210,21.9
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,185,25.2
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,195,26.4
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,310,30.2
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,150,26.1
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,330,27.8
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,290,24.5
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,210,24.4
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,Week 4,280,25.1
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,370,22.3
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,310,23
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,250,17.7
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,320,11.1
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,160,21.9
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,345,25.2
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,270,25
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,230,21.5
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,320,27.9
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,Week 4,220,20.3
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,300+,35.9
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,420+,34.7
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,305+,28.9
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,450+,35.5
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,300+,31.1
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,85+,38.9
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,285,30.8
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,225,37.2
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,230,37.3
13,VF_VB-3,VF,VB,VB,131,1,3,1,Week 4,210,31.1
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,400,24.6
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,300,35.1
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,140,19.2
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,310,19.5
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,170,28.1
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,285,31.3
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,250,31.2
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,160,24.6
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,330,35
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,Week 4,190,29.9
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,380,34.7
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,280,32.2
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,285,29
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,230,22
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,190,24.7
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,210,27
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,210,36.3
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,190,31.9
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,245,33.4
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,Week 4,200,33
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,225,27.3
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,245,28.8
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,200,21.1
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,290,23.6
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,255,21.7
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,300,28
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,335,29.8
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,215,26.2
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,175,32.4
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,Week 4,190,27.9
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,320+,36.5
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,510+,32.6
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,245+,31.3
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,585+,34.8
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,210,36.9
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,480+,31.1
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,325,34
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,305,30.6
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,345,31.5
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,Week 4,480+,37.8
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,185,22.3
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,260,8.6
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,250,20.8
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,150,24.4
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,185,19.4
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,245,20.3
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,200,26.4
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,190,30.5
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,210,22.2
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,Week 4,215,24.3
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,210,19.1
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,315,24.3
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,260,21.8
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,340,16.8
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,310,24.1
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,270,22.7
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,270,20.2
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,275,27.2
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,280,24.7
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,Week 4,265,24.3
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,220,22.7
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,225,23.8
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,235,29
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,180,11.7
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,160,6.7
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,220,5.6
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,285,20.5
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,275,14.3
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,255,21.1
17,VF_SS-3,VF,SS,SS,135,1,3,5,Week 4,195,14.9
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,240,28.2
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,235,30.9
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,245,27.6
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,255,25.8
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,235,25.9
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,195,25.8
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,220,26.3
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,295,26.3
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,315,28.7
18,VF_SH-3,VF,SH,SH,136,1,3,6,Week 4,225,22.9
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,170,27.1
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,220,23.1
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,280,20.6
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,190,18.8
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,135,27.2
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,270,12.3
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,270,22.3
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,240,23.7
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,145,15.8
19,VF_SH-4,VF,SH,SH,141,1,4,1,Week 4,180,21.9
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,90,25.2
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,280,27.7
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,260,23.7
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,280,23.2
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,325,15.8
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,290,28.6
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,360,30.4
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,280,29.2
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,365,29.7
20,VF_SS-4,VF,SS,SS,142,1,4,2,Week 4,410,23.4
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,180,22.1
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,230,24.7
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,130,11
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,210,17.1
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,260,9.8
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,210,12.7
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,235,25.8
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,215,23.8
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,290,26.6
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,Week 4,280,22.5
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,240,28.8
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,330,26.8
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,360,23.9
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,300,29.4
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,200,19.2
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,345,27.9
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,280,28.5
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,330,26
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,330,25
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,Week 4,340,23.6
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,225,37.8
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,490+,32.5
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,175,39.2
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,170+,39.4
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,360+,33
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,220,37
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,160,34.9
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,320+,37.8
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,350+,31.1
22,VF_VB-4,VF,VB,VB,144,1,4,4,Week 4,270+,33.3
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,200,27
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,240,25.9
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,200,25.7
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,320,27.5
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,370,26
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,180,24.1
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,320,28
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,110,27.3
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,290,27.1
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,Week 4,115,12
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,235,25.8
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,260,30.1
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,270,33.1
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,490+,33.9
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,240,36.7
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,410+,20.1
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,430+,36
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,270,36.8
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,270,37.5
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,Week 4,230,34.8
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,Week 4,445,30.5
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,Week 4,300,34.6
