PlotID,PlotName,Location,Block,CropTrt,CropName,SiteNum,RowNumber,ColNum,Position,Season,SamplingWeek,SamplingDate,Year,Month,50percent_Emerg_Day
35,VF_SHSS-6,VF,1,SHSS,SH,1,6,5,165,Winter,1,11/13/2019,2019,11,13
35,VF_SHSS-6,VF,1,SHSS,SS,1,6,5,165,Winter,1,11/13/2019,2019,11,13
36,VF_SHVB-6,VF,1,SHVB,SH,1,6,6,166,Winter,1,11/13/2019,2019,11,13
36,VF_SHVB-6,VF,1,SHVB,VB,1,6,6,166,Winter,1,11/13/2019,2019,11,18
37,FO_SS-1,FO,4,SS,SS,2,1,1,211,Winter,1,11/13/2019,2019,11,13
38,FO_SHSS-1,FO,4,SH,SH,2,1,2,212,Winter,1,11/13/2019,2019,11,13
38,FO_SHSS-1,FO,4,SHSS,SS,2,1,2,212,Winter,1,11/13/2019,2019,11,18
39,FO_SHVB-1,FO,4,SHVB,SH,2,1,3,213,Winter,1,11/13/2019,2019,11,13
39,FO_SHVB-1,FO,4,SHVB,VB,2,1,3,213,Winter,1,11/13/2019,2019,11,18
40,FO_SSVB-1,FO,4,SSVB,SS,2,1,4,214,Winter,1,11/13/2019,2019,11,
40,FO_SSVB-1,FO,4,SSVB,VB,2,1,4,214,Winter,1,11/13/2019,2019,11,18
41,FO_SH-1,FO,4,SH,SH,2,1,5,215,Winter,1,11/13/2019,2019,11,13
42,FO_VB-1,FO,4,VB,VB,2,1,6,216,Winter,1,11/13/2019,2019,11,18
43,FO_VB-2,FO,4,VB,VB,2,2,1,221,Winter,1,11/13/2019,2019,11,18
44,FO_SSVB-2,FO,4,SSVB,SS,2,2,2,222,Winter,1,11/13/2019,2019,11,
44,FO_SSVB-2,FO,4,SSVB,VB,2,2,2,222,Winter,1,11/13/2019,2019,11,18
45,FO_SS-2,FO,4,SS,SS,2,2,3,223,Winter,1,11/13/2019,2019,11,13
46,FO_SH-2,FO,4,SH,SH,2,2,4,224,Winter,1,11/13/2019,2019,11,13
47,FO_SHVB-2,FO,4,SHVB,SH,2,2,5,225,Winter,1,11/13/2019,2019,11,13
47,FO_SHVB-2,FO,4,SHVB,VB,2,2,5,225,Winter,1,11/13/2019,2019,11,18
48,FO_SHSS-2,FO,4,SHSS,SH,2,2,6,226,Winter,1,11/13/2019,2019,11,13
48,FO_SHSS-2,FO,4,SHSS,SS,2,2,6,226,Winter,1,11/13/2019,2019,11,18
49,FO_SH-3,FO,4,SH,SH,2,3,1,231,Winter,1,11/13/2019,2019,11,13
50,FO_SHVB-3,FO,4,SHVB,SH,2,3,2,232,Winter,1,11/13/2019,2019,11,13
50,FO_SHVB-3,FO,4,SHVB,VB,2,3,2,232,Winter,1,11/13/2019,2019,11,18
51,FO_VB-3,FO,4,VB,VB,2,3,3,233,Winter,1,11/13/2019,2019,11,15
52,FO_SHSS-3,FO,4,SHSS,SH,2,3,4,234,Winter,1,11/13/2019,2019,11,13
52,FO_SHSS-3,FO,4,SHSS,SS,2,3,4,234,Winter,1,11/13/2019,2019,11,
53,FO_SS-3,FO,4,SS,SS,2,3,5,235,Winter,1,11/13/2019,2019,11,13
54,FO_SSVB-3,FO,4,SSVB,SS,2,3,6,236,Winter,1,11/13/2019,2019,11,
54,FO_SSVB-3,FO,4,SSVB,VB,2,3,6,236,Winter,1,11/13/2019,2019,11,18
55,FO_SHSS-4,FO,4,SHSS,SH,2,4,1,241,Winter,1,11/13/2019,2019,11,13
55,FO_SHSS-4,FO,4,SHSS,SS,2,4,1,241,Winter,1,11/13/2019,2019,11,
56,FO_SH-4,FO,4,SH,SH,2,4,2,242,Winter,1,11/13/2019,2019,11,13
57,FO_SSVB-4,FO,4,SSVB,SS,2,4,3,243,Winter,1,11/13/2019,2019,11,15
57,FO_SSVB-4,FO,4,SSVB,VB,2,4,3,243,Winter,1,11/13/2019,2019,11,18
58,FO_SS-4,FO,4,SS,SS,2,4,4,244,Winter,1,11/13/2019,2019,11,13
59,FO_VB-4,FO,4,VB,VB,2,4,5,245,Winter,1,11/13/2019,2019,11,18
60,FO_SHVB-4,FO,4,SHVB,SH,2,4,6,246,Winter,1,11/13/2019,2019,11,13
60,FO_SHVB-4,FO,4,SHVB,VB,2,4,6,246,Winter,1,11/13/2019,2019,11,18
61,FO_SHVB-5,FO,4,SHVB,SH,2,5,1,251,Winter,1,11/13/2019,2019,11,13
61,FO_SHVB-5,FO,4,SHVB,VB,2,5,1,251,Winter,1,11/13/2019,2019,11,18
62,FO_SS-5,FO,4,SS,SS,2,5,2,252,Winter,1,11/13/2019,2019,11,13
63,FO_SHSS-5,FO,4,SHSS,SH,2,5,3,253,Winter,1,11/13/2019,2019,11,13
63,FO_SHSS-5,FO,4,SHSS,SS,2,5,3,253,Winter,1,11/13/2019,2019,11,18
64,FO_VB-5,FO,4,VB,VB,2,5,4,254,Winter,1,11/13/2019,2019,11,15
65,FO_SSVB-5,FO,4,SSVB,SS,2,5,5,255,Winter,1,11/13/2019,2019,11,15
65,FO_SSVB-5,FO,4,SSVB,VB,2,5,5,255,Winter,1,11/13/2019,2019,11,18
66,FO_SH-5,FO,4,SH,SH,2,5,6,256,Winter,1,11/13/2019,2019,11,13
67,FO_SSVB-6,FO,4,SSVB,SS,2,6,1,261,Winter,1,11/13/2019,2019,11,
67,FO_SSVB-6,FO,4,SSVB,VB,2,6,1,261,Winter,1,11/13/2019,2019,11,18
68,FO_VB-6,FO,4,VB,VB,2,6,2,262,Winter,1,11/13/2019,2019,11,18
69,FO_SH-6,FO,4,SH,SH,2,6,3,263,Winter,1,11/13/2019,2019,11,13
70,FO_SHVB-6,FO,4,SHVB,VB,2,6,4,264,Winter,1,11/13/2019,2019,11,18
70,FO_SHVB-6,FO,4,SHVB,SH,2,6,4,264,Winter,1,11/13/2019,2019,11,13
71,FO_SHSS-6,FO,4,SHSS,SS,2,6,5,265,Winter,1,11/13/2019,2019,11,
71,FO_SHSS-6,FO,4,SHSS,SH,2,6,5,265,Winter,1,11/13/2019,2019,11,13
72,FO_SS-6,FO,4,SS,SS,2,6,6,266,Winter,1,11/13/2019,2019,11,15
73,HH_SH-1,HH,14,SH,SH,3,1,1,311,Winter,1,11/13/2019,2019,11,13
74,HH_SSVB-1,HH,14,SSVB,SS,3,1,2,312,Winter,1,11/13/2019,2019,11,15
74,HH_SSVB-1,HH,14,SSVB,VB,3,1,2,312,Winter,1,11/13/2019,2019,11,18
75,HH_SHVB-1,HH,14,SHVB,SH,3,1,3,313,Winter,1,11/13/2019,2019,11,13
75,HH_SHVB-1,HH,14,SHVB,VB,3,1,3,313,Winter,1,11/13/2019,2019,11,18
76,HH_SHSS-1,HH,14,SHSS,SH,3,1,4,314,Winter,1,11/13/2019,2019,11,13
76,HH_SHSS-1,HH,14,SHSS,SS,3,1,4,314,Winter,1,11/13/2019,2019,11,15
77,HH_VB-1,HH,14,VB,VB,3,1,5,315,Winter,1,11/13/2019,2019,11,18
78,HH_SS-1,HH,14,SS,SS,3,1,6,316,Winter,1,11/13/2019,2019,11,13
79,HH_VB-2,HH,14,VB,VB,3,2,1,321,Winter,1,11/13/2019,2019,11,18
80,HH_SHSS-2,HH,14,SHSS,SH,3,2,2,322,Winter,1,11/13/2019,2019,11,13
80,HH_SHSS-2,HH,14,SHSS,SS,3,2,2,322,Winter,1,11/13/2019,2019,11,15
81,HH_SS-2,HH,14,SS,SS,3,2,3,323,Winter,1,11/13/2019,2019,11,15
82,HH_SH-2,HH,14,SH,SH,3,2,4,324,Winter,1,11/13/2019,2019,11,13
83,HH_SHVB-2,HH,14,SHVB,SH,3,2,5,325,Winter,1,11/13/2019,2019,11,13
83,HH_SHVB-2,HH,14,SHVB,VB,3,2,5,325,Winter,1,11/13/2019,2019,11,18
84,HH_SSVB-2,HH,14,SSVB,SS,3,2,6,326,Winter,1,11/13/2019,2019,11,15
84,HH_SSVB-2,HH,14,SSVB,VB,3,2,6,326,Winter,1,11/13/2019,2019,11,18
85,HH_SHSS-3,HH,14,SHSS,SH,3,3,1,331,Winter,1,11/13/2019,2019,11,13
85,HH_SHSS-3,HH,14,SHSS,SS,3,3,1,331,Winter,1,11/13/2019,2019,11,15
86,HH_SHVB-3,HH,14,SHVB,SH,3,3,2,332,Winter,1,11/13/2019,2019,11,13
86,HH_SHVB-3,HH,14,SHVB,VB,3,3,2,332,Winter,1,11/13/2019,2019,11,18
87,HH_SSVB-3,HH,14,SSVB,SS,3,3,3,333,Winter,1,11/13/2019,2019,11,
87,HH_SSVB-3,HH,14,SSVB,VB,3,3,3,333,Winter,1,11/13/2019,2019,11,18
88,HH_VB-3,HH,14,VB,VB,3,3,4,334,Winter,1,11/13/2019,2019,11,18
89,HH_SS-3,HH,14,SS,SS,3,3,5,335,Winter,1,11/13/2019,2019,11,15
90,HH_SH-3,HH,14,SH,SH,3,3,6,336,Winter,1,11/13/2019,2019,11,13
91,HH_SS-4,HH,14,SS,SS,3,4,1,341,Winter,1,11/13/2019,2019,11,13
92,HH_SH-4,HH,14,SH,SH,3,4,2,342,Winter,1,11/13/2019,2019,11,13
93,HH_VB-4,HH,14,VB,VB,3,4,3,343,Winter,1,11/13/2019,2019,11,18
94,HH_SHVB-4,HH,14,SHVB,SH,3,4,4,344,Winter,1,11/13/2019,2019,11,13
94,HH_SHVB-4,HH,14,SHVB,VB,3,4,4,344,Winter,1,11/13/2019,2019,11,18
95,HH_SSVB-4,HH,14,SSVB,SS,3,4,5,345,Winter,1,11/13/2019,2019,11,15
95,HH_SSVB-4,HH,14,SSVB,VB,3,4,5,345,Winter,1,11/13/2019,2019,11,18
96,HH_SHSS-4,HH,14,SHSS,SH,3,4,6,346,Winter,1,11/13/2019,2019,11,13
96,HH_SHSS-4,HH,14,SHSS,SS,3,4,6,346,Winter,1,11/13/2019,2019,11,15
97,HH_SSVB-5,HH,14,SSVB,SS,3,5,1,351,Winter,1,11/13/2019,2019,11,15
97,HH_SSVB-5,HH,14,SSVB,VB,3,5,1,351,Winter,1,11/13/2019,2019,11,18
98,HH_VB-5,HH,14,VB,VB,3,5,2,352,Winter,1,11/13/2019,2019,11,18
99,HH_SHSS-5,HH,14,SHSS,SH,3,5,3,353,Winter,1,11/13/2019,2019,11,13
99,HH_SHSS-5,HH,14,SHSS,SS,3,5,3,353,Winter,1,11/13/2019,2019,11,15
100,HH_SS-5,HH,14,SS,SS,3,5,4,354,Winter,1,11/13/2019,2019,11,15
101,HH_SH-5,HH,14,SH,SH,3,5,5,355,Winter,1,11/13/2019,2019,11,13
102,HH_SHVB-5,HH,14,SHVB,SH,3,5,6,356,Winter,1,11/13/2019,2019,11,13
102,HH_SHVB-5,HH,14,SHVB,VB,3,5,6,356,Winter,1,11/13/2019,2019,11,18
103,HH_SHVB-6,HH,14,SHVB,SH,3,6,1,361,Winter,1,11/13/2019,2019,11,13
103,HH_SHVB-6,HH,14,SHVB,VB,3,6,1,361,Winter,1,11/13/2019,2019,11,
104,HH_SS-6,HH,14,SS,SS,3,6,2,362,Winter,1,11/13/2019,2019,11,15
105,HH_SH-6,HH,14,SH,SH,3,6,3,363,Winter,1,11/13/2019,2019,11,13
106,HH_SSVB-6,HH,14,SSVB,SS,3,6,4,364,Winter,1,11/13/2019,2019,11,
106,HH_SSVB-6,HH,14,SSVB,VB,3,6,4,364,Winter,1,11/13/2019,2019,11,18
107,HH_SHSS-6,HH,14,SHSS,SH,3,6,5,365,Winter,1,11/13/2019,2019,11,13
107,HH_SHSS-6,HH,14,SHSS,SS,3,6,5,365,Winter,1,11/13/2019,2019,11,15
108,HH_VB-6,HH,14,VB,VB,3,6,6,366,Winter,1,11/13/2019,2019,11,18
109,OC_SHSS-1,OC,15,SHSS,SH,4,1,1,411,Winter,1,11/13/2019,2019,11,13
109,OC_SHSS-1,OC,15,SHSS,SS,4,1,1,411,Winter,1,11/13/2019,2019,11,15
110,OC_SS-1,OC,15,SS,SS,4,1,2,412,Winter,1,11/13/2019,2019,11,15
111,OC_SH-1,OC,15,SH,SH,4,1,3,413,Winter,1,11/13/2019,2019,11,13
112,OC_SSVB-1,OC,15,SSVB,SS,4,1,4,414,Winter,1,11/13/2019,2019,11,15
112,OC_SSVB-1,OC,15,SSVB,VB,4,1,4,414,Winter,1,11/13/2019,2019,11,18
113,OC_VB-1,OC,15,VB,VB,4,1,5,415,Winter,1,11/13/2019,2019,11,18
114,OC_SHVB-1,OC,15,SHVB,SH,4,1,6,415,Winter,1,11/13/2019,2019,11,13
114,OC_SHVB-1,OC,15,SHVB,VB,4,1,6,416,Winter,1,11/13/2019,2019,11,18
115,OC_SHVB-2,OC,15,SHVB,SH,4,2,1,421,Winter,1,11/13/2019,2019,11,13
115,OC_SHVB-2,OC,15,SHVB,VB,4,2,1,421,Winter,1,11/13/2019,2019,11,
116,OC_VB-2,OC,15,VB,VB,4,2,2,422,Winter,1,11/13/2019,2019,11,18
117,OC_SHSS-2,OC,15,SHSS,SH,4,2,3,423,Winter,1,11/13/2019,2019,11,13
117,OC_SHSS-2,OC,15,SHSS,SS,4,2,3,423,Winter,1,11/13/2019,2019,11,15
118,OC_SS-2,OC,15,SS,SS,4,2,4,424,Winter,1,11/13/2019,2019,11,15
119,OC_SSVB-2,OC,15,SSVB,SS,4,2,5,425,Winter,1,11/13/2019,2019,11,15
119,OC_SSVB-2,OC,15,SSVB,VB,4,2,5,425,Winter,1,11/13/2019,2019,11,18
120,OC_SH-2,OC,15,SH,SH,4,2,6,426,Winter,1,11/13/2019,2019,11,13
121,OC_SSVB-3,OC,15,SSVB,SS,4,3,1,431,Winter,1,11/13/2019,2019,11,15
121,OC_SSVB-3,OC,15,SSVB,VB,4,3,1,431,Winter,1,11/13/2019,2019,11,18
122,OC_SH-3,OC,15,SH,SH,4,3,2,432,Winter,1,11/13/2019,2019,11,13
123,OC_VB-3,OC,15,VB,VB,4,3,3,433,Winter,1,11/13/2019,2019,11,18
124,OC_SHVB-3,OC,15,SHVB,SH,4,3,4,434,Winter,1,11/13/2019,2019,11,13
124,OC_SHVB-3,OC,15,SHVB,VB,4,3,4,434,Winter,1,11/13/2019,2019,11,
125,OC_SHSS-3,OC,15,SHSS,SH,4,3,5,435,Winter,1,11/13/2019,2019,11,13
125,OC_SHSS-3,OC,15,SHSS,SS,4,3,5,435,Winter,1,11/13/2019,2019,11,15
126,OC_SS-3,OC,15,SS,SS,4,3,6,436,Winter,1,11/13/2019,2019,11,15
127,OC_SH-4,OC,15,SH,SH,4,4,1,441,Winter,1,11/13/2019,2019,11,13
128,OC_SSVB-4,OC,15,SSVB,SS,4,4,2,442,Winter,1,11/13/2019,2019,11,15
128,OC_SSVB-4,OC,15,SSVB,VB,4,4,2,442,Winter,1,11/13/2019,2019,11,
129,OC_SS-4,OC,15,SS,SS,4,4,3,443,Winter,1,11/13/2019,2019,11,15
130,OC_VB-4,OC,15,VB,VB,4,4,4,444,Winter,1,11/13/2019,2019,11,
131,OC_SHVB-4,OC,15,SHVB,SH,4,4,5,445,Winter,1,11/13/2019,2019,11,13
131,OC_SHVB-4,OC,15,SHVB,VB,4,4,5,445,Winter,1,11/13/2019,2019,11,
132,OC_SHSS-4,OC,15,SHSS,SH,4,4,6,446,Winter,1,11/13/2019,2019,11,13
132,OC_SHSS-4,OC,15,SHSS,SS,4,4,6,446,Winter,1,11/13/2019,2019,11,18
133,OC_VB-5,OC,15,VB,VB,4,5,1,451,Winter,1,11/13/2019,2019,11,
134,OC_SHSS-5,OC,15,SHSS,SH,4,5,2,452,Winter,1,11/13/2019,2019,11,13
134,OC_SHSS-5,OC,15,SHSS,SS,4,5,2,452,Winter,1,11/13/2019,2019,11,15
135,OC_SHVB-5,OC,15,SHVB,VB,4,5,3,453,Winter,1,11/13/2019,2019,11,
135,OC_SHVB-5,OC,15,SHVB,SH,4,5,3,453,Winter,1,11/13/2019,2019,11,13
136,OC_SH-5,OC,15,SH,SH,4,5,4,454,Winter,1,11/13/2019,2019,11,13
137,OC_SS-5,OC,15,SS,SS,4,5,5,455,Winter,1,11/13/2019,2019,11,15
138,OC_SSVB-5,OC,15,SSVB,VB,4,5,6,456,Winter,1,11/13/2019,2019,11,
138,OC_SSVB-5,OC,15,SSVB,SS,4,5,6,456,Winter,1,11/13/2019,2019,11,15
139,OC_SS-6,OC,15,SS,SS,4,6,1,461,Winter,1,11/13/2019,2019,11,15
140,OC_SHVB-6,OC,15,SHVB,SH,4,6,2,462,Winter,1,11/13/2019,2019,11,13
140,OC_SHVB-6,OC,15,SHVB,VB,4,6,2,462,Winter,1,11/13/2019,2019,11,
141,OC_SSVB-6,OC,15,SSVB,SS,4,6,3,463,Winter,1,11/13/2019,2019,11,18
141,OC_SSVB-6,OC,15,SSVB,VB,4,6,3,463,Winter,1,11/13/2019,2019,11,
142,OC_SHSS-6,OC,15,SHSS,SH,4,6,4,464,Winter,1,11/13/2019,2019,11,13
142,OC_SHSS-6,OC,15,SHSS,SS,4,6,4,464,Winter,1,11/13/2019,2019,11,18
143,OC_SH-6,OC,15,SH,SH,4,6,5,465,Winter,1,11/13/2019,2019,11,13
144,OC_VB-6,OC,15,VB,VB,4,6,6,466,Winter,1,11/13/2019,2019,11,
