PlotID,PlotName,SiteName,CropTrt,CropName,Position,SiteNum,RowNum,ColNum,SamplingWeek,SamplingDate,Height_mm
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,110
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,150
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,100
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,130
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,90
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,70
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,90
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,95
3,VF_SH-1,VF,SH,SH,113,1,1,3,2,5/23/18,130
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,105
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,100
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,125
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,60
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,95
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,110
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,125
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,70
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,90
4,VF_SHVB-1,VF,SHVB,SH,114,1,1,4,2,5/23/18,50
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,170
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,160
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,215
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,165
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,160
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,155
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,120
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,170
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,170
4,VF_SHVB-1,VF,SHVB,VB,114,1,1,4,2,5/23/18,
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,90
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,80
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,110
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,75
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,130
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,110
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,120
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,130
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,100
5,VF_SSVB-1,VF,SSVB,SS,115,1,1,5,2,5/23/18,90
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,140
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,95
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,100
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,165
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,210
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,155
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,205
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,150
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,200
5,VF_SSVB-1,VF,SSVB,VB,115,1,1,5,2,5/23/18,170
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,100
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,120
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,100
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,110
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,85
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,100
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,120
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,90
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,130
6,VF_SS-1,VF,SS,SS,116,1,1,6,2,5/23/18,65
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,60
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,70
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,110
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,120
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,75
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,105
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,95
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,110
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,110
7,VF_SS-2,VF,SS,SS,121,1,2,1,2,5/23/18,95
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,110
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,80
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,115
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,120
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,120
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,110
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,110
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,120
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,120
8,VF_SHVB-2,VF,SHVB,SH,122,1,2,2,2,5/23/18,125
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,195
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,205
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,120
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,210
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,160
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,190
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,210
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,145
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,175
8,VF_SHVB-2,VF,SHVB,VB,122,1,2,2,2,5/23/18,250
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,75
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,90
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,110
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,100
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,85
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,60
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,110
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,105
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,100
9,VF_SSVB-2,VF,SSVB,SS,123,1,2,3,2,5/23/18,80
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,165
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,200
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,150
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,155
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,200
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,170
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,195
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,185
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,170
9,VF_SSVB-2,VF,SSVB,VB,123,1,2,3,2,5/23/18,200
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,115
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,120
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,130
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,140
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,70
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,80
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,120
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,110
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,80
10,VF_SH-2,VF,SH,SH,124,1,2,4,2,5/23/18,80
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,155
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,165
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,145
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,130
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,120
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,200
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,160
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,185
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,180
11,VF_VB-2,VF,VB,VB,125,1,2,5,2,5/23/18,135
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,100
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,105
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,110
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,135
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,140
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,120
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,125
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,105
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,120
12,VF_SHSS-2,VF,SHSS,SH,126,1,2,6,2,5/23/18,140
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,90
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,100
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,110
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,110
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,150
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,100
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,95
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,120
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,140
12,VF_SHSS-2,VF,SHSS,SS,126,1,2,6,2,5/23/18,85
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,200
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,170
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,180
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,115
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,170
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,200
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,210
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,130
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,125
13,VF_VB-3,VF,VB,VB,131,1,3,1,2,5/23/18,140
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,90
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,80
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,20
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,110
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,140
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,135
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,100
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,110
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,85
14,VF_SSVB-3,VF,SSVB,SS,132,1,3,2,2,5/23/18,75
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,240
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,135
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,120
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,130
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,115
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,65
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,110
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,120
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,115
14,VF_SSVB-3,VF,SSVB,VB,132,1,3,2,2,5/23/18,120
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,125
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,105
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,115
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,130
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,130
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,20
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,110
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,120
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,100
15,VF_SHVB-3,VF,SHVB,SH,133,1,3,3,2,5/23/18,75
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,220
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,170
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,200
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,175
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,205
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,220
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,120
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,135
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,220
15,VF_SHVB-3,VF,SHVB,VB,133,1,3,3,2,5/23/18,180
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,120
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,100
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,120
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,135
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,95
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,110
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,105
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,100
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,115
16,VF_SHSS-3,VF,SHSS,SH,134,1,3,4,2,5/23/18,95
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,100
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,110
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,105
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,80
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,50
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,125
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,80
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,100
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,85
16,VF_SHSS-3,VF,SHSS,SS,134,1,3,4,2,5/23/18,110
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,95
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,90
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,150
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,110
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,110
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,130
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,115
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,120
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,80
17,VF_SS-3,VF,SS,SS,135,1,3,5,2,5/23/18,75
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,130
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,125
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,130
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,100
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,120
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,115
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,125
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,70
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,135
18,VF_SH-3,VF,SH,SH,136,1,3,6,2,5/23/18,110
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,120
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,120
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,35
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,130
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,110
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,130
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,160
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,190
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,130
19,VF_SH-4,VF,SH,SH,141,1,4,1,2,5/23/18,120
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,85
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,100
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,110
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,115
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,80
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,110
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,125
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,125
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,120
20,VF_SS-4,VF,SS,SS,142,1,4,2,2,5/23/18,95
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,120
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,125
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,90
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,110
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,110
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,105
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,120
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,120
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,85
21,VF_SHSS-4,VF,SHSS,SH,143,1,4,3,2,5/23/18,145
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,130
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,75
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,90
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,100
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,120
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,115
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,80
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,40
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,110
21,VF_SHSS-4,VF,SHSS,SS,143,1,4,3,2,5/23/18,100
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,190
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,220
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,165
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,200
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,190
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,190
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,160
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,200
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,115
22,VF_VB-4,VF,VB,VB,144,1,4,4,2,5/23/18,210
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,120
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,120
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,70
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,110
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,130
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,140
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,135
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,85
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,130
23,VF_SHVB-4,VF,SHVB,SH,145,1,4,5,2,5/23/18,140
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,175
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,200
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,215
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,175
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,200
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,205
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,170
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,145
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,200
23,VF_SHVB-4,VF,SHVB,VB,145,1,4,5,2,5/23/18,240
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,120
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,120
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,140
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,160
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,130
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,90
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,50
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,70
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,80
24,VF_SSVB-4,VF,SSVB,SS,146,1,4,6,2,5/23/18,110
