PlotID,PlotName,CropName,CropTrt,Location,Block,SiteNum,RowNum,ColNum,Position,Month,Day,Year,Season,SamplingDate,SamplingWeek,Height_cm,Height_cm,Height_cm,Chlorophyll_CCI,Chlorophyll_CCI,Chlorophyll_CCI
51,FO_VB-3,VB,VB,FO,4,2,3,3,233,1,2,2020,Winter,1/2/2020,8,43+,64+,51+,19.3,12.6,36.5
52,FO_SHSS-3,SH,SHSS,FO,4,2,3,4,234,1,2,2020,Winter,1/2/2020,8,91,76,53,25.3,29.7,15.3
52,FO_SHSS-3,SS,SHSS,FO,4,2,3,4,234,1,2,2020,Winter,1/2/2020,8,57,65,81,14.4,7.3,9.3
53,FO_SS-3,SS,SS,FO,4,2,3,5,235,1,2,2020,Winter,1/2/2020,8,58,71,30,9.4,7.6,5.4
54,FO_SSVB-3,SS,SSVB,FO,4,2,3,6,236,1,2,2020,Winter,1/2/2020,8,0,0,0,0,0,0
54,FO_SSVB-3,VB,SSVB,FO,4,2,3,6,236,1,2,2020,Winter,1/2/2020,8,60,53,94+,11.3,20.9,20.7
55,FO_SHSS-4,SH,SHSS,FO,4,2,4,1,241,1,2,2020,Winter,1/2/2020,8,43,70,59,16.9,18.6,18.4
55,FO_SHSS-4,SS,SHSS,FO,4,2,4,1,241,1,2,2020,Winter,1/2/2020,8,70,39,56,11.1,21.2,7.4
56,FO_SH-4,SH,SH,FO,4,2,4,2,242,1,2,2020,Winter,1/2/2020,8,72,58,79,21.8,18.1,22.8
57,FO_SSVB-4,SS,SSVB,FO,4,2,4,3,243,1,2,2020,Winter,1/2/2020,8,67,39,33,9.4,6.3,5.1
57,FO_SSVB-4,VB,SSVB,FO,4,2,4,3,243,1,2,2020,Winter,1/2/2020,8,77+,64+,69+,20.1,9.9,10.9
58,FO_SS-4,SS,SS,FO,4,2,4,4,244,1,2,2020,Winter,1/2/2020,8,50,35,41,13.4,4.9,7.7
59,FO_VB-4,VB,VB,FO,4,2,4,5,245,1,2,2020,Winter,1/2/2020,8,67+,53+,49+,36,38.2,11.3
60,FO_SHVB-4,SH,SHVB,FO,4,2,4,6,246,1,2,2020,Winter,1/2/2020,8,91,63,58,21.5,19.1,26.2
60,FO_SHVB-4,VB,SHVB,FO,4,2,4,6,246,1,2,2020,Winter,1/2/2020,8,62+,75+,80+,11,13.1,11.8
61,FO_SHVB-5,SH,SHVB,FO,4,2,5,1,251,1,2,2020,Winter,1/2/2020,8,72,61,53,14.6,11.8,13.6
61,FO_SHVB-5,VB,SHVB,FO,4,2,5,1,251,1,2,2020,Winter,1/2/2020,8,55+,69+,74+,33.3,17.7,23
62,FO_SS-5,SS,SS,FO,4,2,5,2,252,1,2,2020,Winter,1/2/2020,8,22,34,61,6.3,5,8.5
63,FO_SHSS-5,SH,SHSS,FO,4,2,5,3,253,1,2,2020,Winter,1/2/2020,8,67,48,70,24.1,13.6,20.9
63,FO_SHSS-5,SS,SHSS,FO,4,2,5,3,253,1,2,2020,Winter,1/2/2020,8,51,44,38,5.4,5.7,5.9
64,FO_VB-5,VB,VB,FO,4,2,5,4,254,1,2,2020,Winter,1/2/2020,8,54+,80+,64+,8.7,30,9.7
65,FO_SSVB-5,SS,SSVB,FO,4,2,5,5,255,1,2,2020,Winter,1/2/2020,8,37,44,35,6.9,5.5,7.2
65,FO_SSVB-5,VB,SSVB,FO,4,2,5,5,255,1,2,2020,Winter,1/2/2020,8,70,56,91,9.3,18.7,15.8
66,FO_SH-5,SH,SH,FO,4,2,5,6,256,1,2,2020,Winter,1/2/2020,8,69,82,58,15.6,28.5,20.6
67,FO_SSVB-6,SS,SSVB,FO,4,2,6,1,261,1,2,2020,Winter,1/2/2020,8,44,37,32,6.7,5.6,7.2
67,FO_SSVB-6,VB,SSVB,FO,4,2,6,1,261,1,2,2020,Winter,1/2/2020,8,60+,55+,46+,23,17.6,9.2
68,FO_VB-6,VB,VB,FO,4,2,6,2,262,1,2,2020,Winter,1/2/2020,8,60+,63+,80+,13.4,37.6,15.8
69,FO_SH-6,SH,SH,FO,4,2,6,3,263,1,2,2020,Winter,1/2/2020,8,71,42,60,28.4,19,18.6
70,FO_SHVB-6,VB,SHVB,FO,4,2,6,4,264,1,2,2020,Winter,1/2/2020,8,79+,73+,62+,10.6,29.7,8.6
70,FO_SHVB-6,SH,SHVB,FO,4,2,6,4,264,1,2,2020,Winter,1/2/2020,8,50,68,65,17.9,30.1,12.2
71,FO_SHSS-6,SS,SHSS,FO,4,2,6,5,265,1,2,2020,Winter,1/2/2020,8,31,39,54,7.7,4.1,10.6
71,FO_SHSS-6,SH,SHSS,FO,4,2,6,5,265,1,2,2020,Winter,1/2/2020,8,80,59,71,17.5,18.5,14.1
72,FO_SS-6,SS,SS,FO,4,2,6,6,266,1,2,2020,Winter,1/2/2020,8,40,35,21,8.8,6.8,7.4
73,HH_SH-1,SH,SH,HH,14,3,1,1,311,1,2,2020,Winter,1/2/2020,8,62,70,48,18.5,29.4,30.6
74,HH_SSVB-1,SS,SSVB,HH,14,3,1,2,312,1,2,2020,Winter,1/2/2020,8,49,61,32,13.1,10.9,15.6
74,HH_SSVB-1,VB,SSVB,HH,14,3,1,2,312,1,2,2020,Winter,1/2/2020,8,41+,42,31+,16.5,23.8,9.1
75,HH_SHVB-1,SH,SHVB,HH,14,3,1,3,313,1,2,2020,Winter,1/2/2020,8,43,50,42,18.2,12.2,18
75,HH_SHVB-1,VB,SHVB,HH,14,3,1,3,313,1,2,2020,Winter,1/2/2020,8,82+,60,19,13,30,24.3
76,HH_SHSS-1,SH,SHSS,HH,14,3,1,4,314,1,2,2020,Winter,1/2/2020,8,72,65,40,17.6,24.7,24.5
76,HH_SHSS-1,SS,SHSS,HH,14,3,1,4,314,1,2,2020,Winter,1/2/2020,8,55,81,58,8.4,9.3,10.3
77,HH_VB-1,VB,VB,HH,14,3,1,5,315,1,2,2020,Winter,1/2/2020,8,76+,66+,47+,27.8,19,9.1
78,HH_SS-1,SS,SS,HH,14,3,1,6,316,1,2,2020,Winter,1/2/2020,8,75,102,61,11.5,17.3,14.7
79,HH_VB-2,VB,VB,HH,14,3,2,1,321,1,2,2020,Winter,1/2/2020,8,60,80+,65+,11,17,29.6
80,HH_SHSS-2,SH,SHSS,HH,14,3,2,2,322,1,2,2020,Winter,1/2/2020,8,72,61,53,20.2,18.6,14
80,HH_SHSS-2,SS,SHSS,HH,14,3,2,2,322,1,2,2020,Winter,1/2/2020,8,49,31,45,9.2,10,9.2
81,HH_SS-2,SS,SS,HH,14,3,2,3,323,1,2,2020,Winter,1/2/2020,8,60,58,41,10.8,8.3,7.8
82,HH_SH-2,SH,SH,HH,14,3,2,4,324,1,2,2020,Winter,1/2/2020,8,50,30,70,12.4,13.6,20.2
83,HH_SHVB-2,SH,SHVB,HH,14,3,2,5,325,1,2,2020,Winter,1/2/2020,8,86,78,50,14.5,20.2,28.5
83,HH_SHVB-2,VB,SHVB,HH,14,3,2,5,325,1,2,2020,Winter,1/2/2020,8,53+,41+,50+,26.1,9.1,11.5
84,HH_SSVB-2,SS,SSVB,HH,14,3,2,6,326,1,2,2020,Winter,1/2/2020,8,67,53,100,12.8,10.4,11.5
84,HH_SSVB-2,VB,SSVB,HH,14,3,2,6,326,1,2,2020,Winter,1/2/2020,8,50+,65+,60+,29.4,13.5,10
85,HH_SHSS-3,SH,SHSS,HH,14,3,3,1,331,1,2,2020,Winter,1/2/2020,8,64,55,29,18.5,22.5,19.9
85,HH_SHSS-3,SS,SHSS,HH,14,3,3,1,331,1,2,2020,Winter,1/2/2020,8,59,38,45,6.6,9.6,7.8
86,HH_SHVB-3,SH,SHVB,HH,14,3,3,2,332,1,2,2020,Winter,1/2/2020,8,40,38,61,25.3,19,15.7
86,HH_SHVB-3,VB,SHVB,HH,14,3,3,2,332,1,2,2020,Winter,1/2/2020,8,79+,61+,70+,9.8,11.1,11.3
87,HH_SSVB-3,SS,SSVB,HH,14,3,3,3,333,1,2,2020,Winter,1/2/2020,8,79,43,29,7,9.3,10.1
87,HH_SSVB-3,VB,SSVB,HH,14,3,3,3,333,1,2,2020,Winter,1/2/2020,8,45+,40+,52+,34.3,19.6,10.9
88,HH_VB-3,VB,VB,HH,14,3,3,4,334,1,2,2020,Winter,1/2/2020,8,51+,100+,45,8.6,23.8,12.4
89,HH_SS-3,SS,SS,HH,14,3,3,5,335,1,2,2020,Winter,1/2/2020,8,80,42,65,10.7,12.7,7.5
90,HH_SH-3,SH,SH,HH,14,3,3,6,336,1,2,2020,Winter,1/2/2020,8,74,90,67,17.8,13.8,17
91,HH_SS-4,SS,SS,HH,14,3,4,1,341,1,2,2020,Winter,1/2/2020,8,82,30,63,7.9,13.6,9
92,HH_SH-4,SH,SH,HH,14,3,4,2,342,1,2,2020,Winter,1/2/2020,8,65,46,37,21.6,17.2,19.9
93,HH_VB-4,VB,VB,HH,14,3,4,3,343,1,2,2020,Winter,1/2/2020,8,70+,51+,64+,30.7,9.2,9.5
94,HH_SHVB-4,SH,SHVB,HH,14,3,4,4,344,1,2,2020,Winter,1/2/2020,8,38,50,81,18.4,11.6,20.5
94,HH_SHVB-4,VB,SHVB,HH,14,3,4,4,344,1,2,2020,Winter,1/2/2020,8,69+,90+,44+,21.8,33.2,25.1
95,HH_SSVB-4,SS,SSVB,HH,14,3,4,5,345,1,2,2020,Winter,1/2/2020,8,77,32,45,16.3,12.8,15
95,HH_SSVB-4,VB,SSVB,HH,14,3,4,5,345,1,2,2020,Winter,1/2/2020,8,100+,53+,42+,15.5,18,7.8
96,HH_SHSS-4,SH,SHSS,HH,14,3,4,6,346,1,2,2020,Winter,1/2/2020,8,72,60,41,16.4,19.3,26.4
96,HH_SHSS-4,SS,SHSS,HH,14,3,4,6,346,1,2,2020,Winter,1/2/2020,8,40,61,50,10.2,11.5,12.1
97,HH_SSVB-5,SS,SSVB,HH,14,3,5,1,351,1,2,2020,Winter,1/2/2020,8,43,21,69,7.4,7.3,5.1
97,HH_SSVB-5,VB,SSVB,HH,14,3,5,1,351,1,2,2020,Winter,1/2/2020,8,56,62+,60,27.9,5.8,8
98,HH_VB-5,VB,VB,HH,14,3,5,2,352,1,2,2020,Winter,1/2/2020,8,30+,62+,32+,12.7,4.9,13
99,HH_SHSS-5,SH,SHSS,HH,14,3,5,3,353,1,2,2020,Winter,1/2/2020,8,41,47,20,10.4,9.7,11.3
99,HH_SHSS-5,SS,SHSS,HH,14,3,5,3,353,1,2,2020,Winter,1/2/2020,8,45,42,24,6,8.6,8
100,HH_SS-5,SS,SS,HH,14,3,5,4,354,1,2,2020,Winter,1/2/2020,8,62,40,35,10.7,8.5,10.4
101,HH_SH-5,SH,SH,HH,14,3,5,5,355,1,2,2020,Winter,1/2/2020,8,78,42,81,17.4,13.3,11.1
102,HH_SHVB-5,SH,SHVB,HH,14,3,5,6,356,1,2,2020,Winter,1/2/2020,8,57,45,31,21.2,17.8,13
102,HH_SHVB-5,VB,SHVB,HH,14,3,5,6,356,1,2,2020,Winter,1/2/2020,8,65+,42+,39,6.8,8.1,6
103,HH_SHVB-6,SH,SHVB,HH,14,3,6,1,361,1,2,2020,Winter,1/2/2020,8,20,29,23,11.3,13.8,10.7
103,HH_SHVB-6,VB,SHVB,HH,14,3,6,1,361,1,2,2020,Winter,1/2/2020,8,55,57+,55+,27.3,9.3,5.7
104,HH_SS-6,SS,SS,HH,14,3,6,2,362,1,2,2020,Winter,1/2/2020,8,35,33,46,7.6,8.7,7.7
105,HH_SH-6,SH,SH,HH,14,3,6,3,363,1,2,2020,Winter,1/2/2020,8,30,19,35,14.6,9.8,10.2
106,HH_SSVB-6,SS,SSVB,HH,14,3,6,4,364,1,2,2020,Winter,1/2/2020,8,30,41,45,13.8,11.1,9.1
106,HH_SSVB-6,VB,SSVB,HH,14,3,6,4,364,1,2,2020,Winter,1/2/2020,8,65+,48+,50+,11,16.4,7.3
107,HH_SHSS-6,SH,SHSS,HH,14,3,6,5,365,1,2,2020,Winter,1/2/2020,8,48,33,35,24.5,17.4,15.9
107,HH_SHSS-6,SS,SHSS,HH,14,3,6,5,365,1,2,2020,Winter,1/2/2020,8,70,41,20,12.7,15.7,14.2
108,HH_VB-6,VB,VB,HH,14,3,6,6,366,1,2,2020,Winter,1/2/2020,8,70+,61+,50+,9.6,9.5,5.5
109,OC_SHSS-1,SH,SHSS,OC,15,4,1,1,411,1,2,2020,Winter,1/2/2020,8,99,84,80,15.7,25.7,26.2
109,OC_SHSS-1,SS,SHSS,OC,15,4,1,1,411,1,2,2020,Winter,1/2/2020,8,125,83,110,10.2,15.9,10.9
110,OC_SS-1,SS,SS,OC,15,4,1,2,412,1,2,2020,Winter,1/2/2020,8,70,130,99,14.1,24.1,6
111,OC_SH-1,SH,SH,OC,15,4,1,3,413,1,2,2020,Winter,1/2/2020,8,100,68,75,11.7,20.5,21
112,OC_SSVB-1,SS,SSVB,OC,15,4,1,4,414,1,2,2020,Winter,1/2/2020,8,83,44,69,8,7.3,7.2
112,OC_SSVB-1,VB,SSVB,OC,15,4,1,4,414,1,2,2020,Winter,1/2/2020,8,70+,80+,82+,22.1,8.2,27
113,OC_VB-1,VB,VB,OC,15,4,1,5,415,1,2,2020,Winter,1/2/2020,8,77+,81+,80+,28.2,8,31.2
114,OC_SHVB-1,SH,SHVB,OC,15,4,1,6,415,1,2,2020,Winter,1/2/2020,8,100,72,88,20.2,28.8,27.6
114,OC_SHVB-1,VB,SHVB,OC,15,4,1,6,416,1,2,2020,Winter,1/2/2020,8,81+,75+,76+,6.4,26,15.1
115,OC_SHVB-2,SH,SHVB,OC,15,4,2,1,421,1,2,2020,Winter,1/2/2020,8,96,60,85,19.9,23.3,16
115,OC_SHVB-2,VB,SHVB,OC,15,4,2,1,421,1,2,2020,Winter,1/2/2020,8,80+,75+,92+,16.7,12.8,20.1
116,OC_VB-2,VB,VB,OC,15,4,2,2,422,1,2,2020,Winter,1/2/2020,8,110+,100+,76+,11.7,9.1,23
117,OC_SHSS-2,SH,SHSS,OC,15,4,2,3,423,1,2,2020,Winter,1/2/2020,8,91,70,82,26.4,10,20.1
117,OC_SHSS-2,SS,SHSS,OC,15,4,2,3,423,1,2,2020,Winter,1/2/2020,8,85,111,72,14.9,16,11.3
118,OC_SS-2,SS,SS,OC,15,4,2,4,424,1,2,2020,Winter,1/2/2020,8,81,63,40,12.4,5.6,8
119,OC_SSVB-2,SS,SSVB,OC,15,4,2,5,425,1,2,2020,Winter,1/2/2020,8,134,46,79,34.6,18.3,8.4
119,OC_SSVB-2,VB,SSVB,OC,15,4,2,5,425,1,2,2020,Winter,1/2/2020,8,54+,66+,93+,11.9,11.8,21.5
120,OC_SH-2,SH,SH,OC,15,4,2,6,426,1,2,2020,Winter,1/2/2020,8,95,109,83,19.1,16.1,18.5
121,OC_SSVB-3,SS,SSVB,OC,15,4,3,1,431,1,2,2020,Winter,1/2/2020,8,100,86,63,13.9,13,9.5
121,OC_SSVB-3,VB,SSVB,OC,15,4,3,1,431,1,2,2020,Winter,1/2/2020,8,83+,90+,78+,32.3,10,28.5
122,OC_SH-3,SH,SH,OC,15,4,3,2,432,1,2,2020,Winter,1/2/2020,8,80,70,61,18.7,18.5,20.3
123,OC_VB-3,VB,VB,OC,15,4,3,3,433,1,2,2020,Winter,1/2/2020,8,70+,52+,110+,7.9,8.2,26.2
124,OC_SHVB-3,SH,SHVB,OC,15,4,3,4,434,1,2,2020,Winter,1/2/2020,8,90,62,83,24.5,24.1,21.4
124,OC_SHVB-3,VB,SHVB,OC,15,4,3,4,434,1,2,2020,Winter,1/2/2020,8,90+,81+,63+,32.5,30.1,7.7
125,OC_SHSS-3,SH,SHSS,OC,15,4,3,5,435,1,2,2020,Winter,1/2/2020,8,70,100,82,12.3,10.1,24.2
125,OC_SHSS-3,SS,SHSS,OC,15,4,3,5,435,1,2,2020,Winter,1/2/2020,8,84,45,85,12.9,13.9,30.2
126,OC_SS-3,SS,SS,OC,15,4,3,6,436,1,2,2020,Winter,1/2/2020,8,50,41,75,8.2,11,8.4
127,OC_SH-4,SH,SH,OC,15,4,4,1,441,1,2,2020,Winter,1/2/2020,8,86,92,74,26.8,24.5,19.5
128,OC_SSVB-4,SS,SSVB,OC,15,4,4,2,442,1,2,2020,Winter,1/2/2020,8,111,52,73,18,13.6,11.2
128,OC_SSVB-4,VB,SSVB,OC,15,4,4,2,442,1,2,2020,Winter,1/2/2020,8,80+,72+,65+,9,14.6,25.2
129,OC_SS-4,SS,SS,OC,15,4,4,3,443,1,2,2020,Winter,1/2/2020,8,99,80,43,18.9,17.7,13.3
130,OC_VB-4,VB,VB,OC,15,4,4,4,444,1,2,2020,Winter,1/2/2020,8,81+,92+,57+,23.9,31.3,8.6
131,OC_SHVB-4,SH,SHVB,OC,15,4,4,5,445,1,2,2020,Winter,1/2/2020,8,82,75,100,24.2,22.1,22.1
131,OC_SHVB-4,VB,SHVB,OC,15,4,4,5,445,1,2,2020,Winter,1/2/2020,8,108+,77+,85+,7.4,7.2,12.4
