PlotID,Position,SiteNum,RowNum,ColNum,PlotName,SiteName,CropTrt,CropName,SamplingWeek,Month,Day,Year,Height_cm,Height_mm,CHL,SPAD,TotCH_ugcm2
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,4,12,12,2019,18.5,185,37,26.5,20.5
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,4,12,12,2019,15.5,155,44,33.5,29
186,616,6,1,6,AG_VB-1,AG,VB,VB,4,12,12,2019,10,100,48.7,38.1,35.2
186,616,6,1,6,AG_VB-1,AG,VB,VB,4,12,12,2019,17,170,41,30.5,25.2
186,616,6,1,6,AG_VB-1,AG,VB,VB,4,12,12,2019,15.5,155,40.8,30.3,25
187,621,6,2,1,AG_SH-2,AG,SH,SH,4,12,12,2019,11.5,115,59,48.3,50.1
187,621,6,2,1,AG_SH-2,AG,SH,SH,4,12,12,2019,19,190,47,36.4,32.9
187,621,6,2,1,AG_SH-2,AG,SH,SH,4,12,12,2019,17,170,46.6,36,32.4
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,4,12,12,2019,11.5,115,56.4,45.7,46.2
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,4,12,12,2019,24.5,245,47.3,36.7,33.3
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,4,12,12,2019,18,180,48.5,37.9,34.9
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,4,12,12,2019,11,110,37.3,26.8,20.8
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,4,12,12,2019,16,160,43,32.5,27.7
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,4,12,12,2019,15,150,43.9,33.4,28.9
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,4,12,12,2019,10,100,46.7,36.1,32.5
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,4,12,12,2019,19,190,50.4,39.8,37.5
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,4,12,12,2019,17,170,51.6,41,39.2
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,4,12,12,2019,9.5,95,50.7,40.1,37.9
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,4,12,12,2019,15,150,47.5,36.9,33.6
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,4,12,12,2019,13,130,44.4,33.9,29.5
190,624,6,2,4,AG_SS-2,AG,SS,SS,4,12,12,2019,10,100,45.8,35.2,31.3
190,624,6,2,4,AG_SS-2,AG,SS,SS,4,12,12,2019,14,140,47.2,36.6,33.2
190,624,6,2,4,AG_SS-2,AG,SS,SS,4,12,12,2019,20.5,205,44.8,34.3,30
191,625,6,2,5,AG_VB-2,AG,VB,VB,4,12,12,2019,10,100,44.1,33.6,29.1
191,625,6,2,5,AG_VB-2,AG,VB,VB,4,12,12,2019,15,150,47.5,36.9,33.6
191,625,6,2,5,AG_VB-2,AG,VB,VB,4,12,12,2019,13.5,135,44.7,34.2,29.9
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,4,12,12,2019,9.5,95,36.7,26.2,20.1
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,4,12,12,2019,17.5,175,45.8,35.2,31.3
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,4,12,12,2019,14,140,45.3,34.7,30.7
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,4,12,12,2019,11,110,49.7,39.1,36.6
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,4,12,12,2019,16,160,48.3,37.7,34.6
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,4,12,12,2019,13,130,43.6,33.1,28.5
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,4,12,12,2019,10,100,48.1,37.5,34.4
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,4,12,12,2019,21.5,215,40.1,29.6,24.1
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,4,12,12,2019,14,140,45.1,34.5,30.4
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,4,12,12,2019,4.5,45,53.4,42.8,41.8
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,4,12,12,2019,9,90,48.1,37.5,34.4
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,4,12,12,2019,7.5,75,55.2,44.5,44.4
194,632,6,3,2,AG_SS-3,AG,SS,SS,4,12,12,2019,6,60,29.3,18.9,12
194,632,6,3,2,AG_SS-3,AG,SS,SS,4,12,12,2019,13,130,28.4,18,11.1
194,632,6,3,2,AG_SS-3,AG,SS,SS,4,12,12,2019,9,90,37.3,26.8,20.8
195,633,6,3,3,AG_VB-3,AG,VB,VB,4,12,12,2019,7,70,62.1,51.4,55
195,633,6,3,3,AG_VB-3,AG,VB,VB,4,12,12,2019,12,120,53.4,42.8,41.8
195,633,6,3,3,AG_VB-3,AG,VB,VB,4,12,12,2019,8.5,85,50,39.4,37
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,4,12,12,2019,6,60,22.8,12.5,5.7
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,4,12,12,2019,18,180,41.3,30.8,25.6
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,4,12,12,2019,10,100,41.2,30.7,25.5
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,4,12,12,2019,7,70,42.1,31.6,26.6
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,4,12,12,2019,11,110,53.8,43.2,42.4
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,4,12,12,2019,10,100,47.2,36.6,33.2
197,635,6,3,5,AG_SH-3,AG,SH,SH,4,12,12,2019,9,90,46,35.4,31.6
197,635,6,3,5,AG_SH-3,AG,SH,SH,4,12,12,2019,24,240,46.3,35.7,32
197,635,6,3,5,AG_SH-3,AG,SH,SH,4,12,12,2019,17,170,49.5,38.9,36.3
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,4,12,12,2019,11,110,42.3,31.8,26.8
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,4,12,12,2019,20,200,43.4,32.9,28.2
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,4,12,12,2019,16,160,53.2,42.6,41.5
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,4,12,12,2019,8,80,36.7,26.2,20.1
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,4,12,12,2019,15,150,40.5,30,24.6
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,4,12,12,2019,11,110,35.5,25,18.7
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,4,12,12,2019,6.5,65,35.4,24.9,18.6
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,4,12,12,2019,11,110,34.6,24.2,17.7
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,4,12,12,2019,9,90,29.1,18.7,11.8
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,4,12,12,2019,6,60,42.7,32.2,27.3
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,4,12,12,2019,10.5,105,52.5,41.9,40.5
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,4,12,12,2019,8,80,63,52.3,56.4
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,4,12,12,2019,11.5,115,41.5,31,25.8
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,4,12,12,2019,22,220,41.3,30.8,25.6
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,4,12,12,2019,16,160,49.1,38.5,35.7
200,642,6,4,2,AG_SHVB-4,AG,SHVB,VB,4,12,12,2019,4,40,58.3,47.6,49.1
200,642,6,4,2,AG_SHVB-4,AG,SHVB,VB,4,12,12,2019,9.5,95,60.4,49.7,52.3
200,642,6,4,2,AG_SHVB-4,AG,SHVB,VB,4,12,12,2019,7.5,75,57.6,46.9,48
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SH,4,12,12,2019,13,130,61.5,50.8,54
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SH,4,12,12,2019,22.5,225,44.6,34.1,29.8
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SH,4,12,12,2019,15.5,155,34.9,24.5,18.1
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SS,4,12,12,2019,9,90,43.5,33,28.3
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SS,4,12,12,2019,15.5,155,39.2,28.7,23
201,643,6,4,3,AG_SHSS-4,AG,SHSS,SS,4,12,12,2019,12.5,125,37,26.5,20.5
202,644,6,4,4,AG_VB-4,AG,VB,VB,4,12,12,2019,4.5,45,48.1,37.5,34.4
202,644,6,4,4,AG_VB-4,AG,VB,VB,4,12,12,2019,12.5,125,43,32.5,27.7
202,644,6,4,4,AG_VB-4,AG,VB,VB,4,12,12,2019,8.5,85,48.5,37.9,34.9
203,645,6,4,5,AG_SS-4,AG,SS,SS,4,12,12,2019,7.5,75,33.1,22.7,16.1
203,645,6,4,5,AG_SS-4,AG,SS,SS,4,12,12,2019,12,120,37.3,26.8,20.8
203,645,6,4,5,AG_SS-4,AG,SS,SS,4,12,12,2019,10,100,27.2,16.8,9.9
204,646,6,4,6,AG_SH-4,AG,SH,SH,4,12,12,2019,10,100,44.5,34,29.6
204,646,6,4,6,AG_SH-4,AG,SH,SH,4,12,12,2019,17,170,49.6,39,36.4
204,646,6,4,6,AG_SH-4,AG,SH,SH,4,12,12,2019,13,130,49.4,38.8,36.1
205,651,6,5,1,AG_VB-5,AG,VB,VB,4,12,12,2019,6.5,65,55.4,44.7,44.7
205,651,6,5,1,AG_VB-5,AG,VB,VB,4,12,12,2019,10.5,105,62.1,51.4,55
205,651,6,5,1,AG_VB-5,AG,VB,VB,4,12,12,2019,8,80,44.3,33.8,29.4
206,652,6,5,2,AG_SSVB-5,AG,SSVB,SS,4,12,12,2019,6.5,65,32.1,21.7,15
206,652,6,5,2,AG_SSVB-5,AG,SSVB,SS,4,12,12,2019,10,100,31.3,20.9,14.1
206,652,6,5,2,AG_SSVB-5,AG,SSVB,SS,4,12,12,2019,8,80,35.6,25.1,18.8
206,652,6,5,2,AG_SSVB-5,AG,SSVB,VB,4,12,12,2019,6,60,50.5,39.9,37.7
206,652,6,5,2,AG_SSVB-5,AG,SSVB,VB,4,12,12,2019,10,100,46.8,36.2,32.6
206,652,6,5,2,AG_SSVB-5,AG,SSVB,VB,4,12,12,2019,8,80,50.2,39.6,37.3
207,653,6,5,3,AG_SH-5,AG,SH,SH,4,12,12,2019,10,100,53.8,43.2,42.4
207,653,6,5,3,AG_SH-5,AG,SH,SH,4,12,12,2019,20.5,205,42.9,32.4,27.6
207,653,6,5,3,AG_SH-5,AG,SH,SH,4,12,12,2019,15,150,46.4,35.8,32.1
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SH,4,12,12,2019,10.5,105,51.9,41.3,39.6
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SH,4,12,12,2019,18,180,46.2,35.6,31.8
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SH,4,12,12,2019,14.5,145,41.4,30.9,25.7
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SS,4,12,12,2019,6,60,32.3,21.9,15.2
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SS,4,12,12,2019,11,110,35,24.5,18.2
208,654,6,5,4,AG_SHSS-5,AG,SHSS,SS,4,12,12,2019,8.5,85,28.7,18.3,11.4
209,655,6,5,5,AG_SHVB-5,AG,SHVB,SH,4,12,12,2019,8,80,60,49.3,51.7
209,655,6,5,5,AG_SHVB-5,AG,SHVB,SH,4,12,12,2019,18.5,185,45.3,34.7,30.7
209,655,6,5,5,AG_SHVB-5,AG,SHVB,SH,4,12,12,2019,11,110,42.7,32.2,27.3
209,655,6,5,5,AG_SHVB-5,AG,SHVB,VB,4,12,12,2019,7,70,57.5,46.8,47.8
209,655,6,5,5,AG_SHVB-5,AG,SHVB,VB,4,12,12,2019,11,110,50.4,39.8,37.5
209,655,6,5,5,AG_SHVB-5,AG,SHVB,VB,4,12,12,2019,9.5,95,44.2,33.7,29.2
210,656,6,5,6,AG_SS-5,AG,SS,SS,4,12,12,2019,6,60,22.7,12.4,5.7
210,656,6,5,6,AG_SS-5,AG,SS,SS,4,12,12,2019,12,120,23,12.7,5.9
210,656,6,5,6,AG_SS-5,AG,SS,SS,4,12,12,2019,9.5,95,37.9,27.4,21.5
211,661,6,6,1,AG_SHSS-6,AG,SHSS,SH,4,12,12,2019,10.5,105,46.3,35.7,32
211,661,6,6,1,AG_SHSS-6,AG,SHSS,SH,4,12,12,2019,20,200,47.2,36.6,33.2
211,661,6,6,1,AG_SHSS-6,AG,SHSS,SH,4,12,12,2019,15,150,49.7,39.1,36.6
211,661,6,6,1,AG_SHSS-6,AG,SHSS,SS,4,12,12,2019,8,80,30.4,20,13.2
211,661,6,6,1,AG_SHSS-6,AG,SHSS,SS,4,12,12,2019,12,120,29.7,19.3,12.5
211,661,6,6,1,AG_SHSS-6,AG,SHSS,SS,4,12,12,2019,9,90,25.3,14.9,8.1
212,662,6,6,2,AG_VB-6,AG,VB,VB,4,12,12,2019,5,50,38.6,28.1,22.3
212,662,6,6,2,AG_VB-6,AG,VB,VB,4,12,12,2019,9,90,57.8,47.1,48.3
212,662,6,6,2,AG_VB-6,AG,VB,VB,4,12,12,2019,7.5,75,56,45.3,45.6
213,663,6,6,3,AG_SS-6,AG,SS,SS,4,12,12,2019,4,40,28.6,18.2,11.3
213,663,6,6,3,AG_SS-6,AG,SS,SS,4,12,12,2019,10,100,35.7,25.2,19
213,663,6,6,3,AG_SS-6,AG,SS,SS,4,12,12,2019,8,80,28.8,18.4,11.5
214,664,6,6,4,AG_SH-6,AG,SH,SH,4,12,12,2019,10,100,44.4,33.9,29.5
214,664,6,6,4,AG_SH-6,AG,SH,SH,4,12,12,2019,22,220,41,30.5,25.2
214,664,6,6,4,AG_SH-6,AG,SH,SH,4,12,12,2019,11.5,115,47.6,37,33.7
215,665,6,6,5,AG_SSVB-6,AG,SSVB,SS,4,12,12,2019,5,50,34.4,24,17.5
215,665,6,6,5,AG_SSVB-6,AG,SSVB,SS,4,12,12,2019,15,150,41.3,30.8,25.6
215,665,6,6,5,AG_SSVB-6,AG,SSVB,SS,4,12,12,2019,12,120,27.6,17.2,10.3
215,665,6,6,5,AG_SSVB-6,AG,SSVB,VB,4,12,12,2019,5,50,45.7,35.1,38.1
215,665,6,6,5,AG_SSVB-6,AG,SSVB,VB,4,12,12,2019,8.5,85,44.8,34.3,57.2
215,665,6,6,5,AG_SSVB-6,AG,SSVB,VB,4,12,12,2019,7,70,48.8,38.2,43.1
216,666,6,6,6,AG_SHVB-6,AG,SHVB,SH,4,12,12,2019,9,90,60.9,50.2,53.1
216,666,6,6,6,AG_SHVB-6,AG,SHVB,SH,4,12,12,2019,17,170,49.1,38.5,35.7
216,666,6,6,6,AG_SHVB-6,AG,SHVB,SH,4,12,12,2019,15,150,41.2,30.7,25.5
216,666,6,6,6,AG_SHVB-6,AG,SHVB,VB,4,12,12,2019,5,50,50.8,40.2,31.2
216,666,6,6,6,AG_SHVB-6,AG,SHVB,VB,4,12,12,2019,9.5,95,63.5,52.8,30
216,666,6,6,6,AG_SHVB-6,AG,SHVB,VB,4,12,12,2019,7,70,54.3,43.7,35.3
181,611,6,1,1,AG_SS-1,AG,SS,SS,6,12,27,2019,10,100,36.5,26,19.9
181,611,6,1,1,AG_SS-1,AG,SS,SS,6,12,27,2019,41,410,41.3,30.8,25.6
181,611,6,1,1,AG_SS-1,AG,SS,SS,6,12,27,2019,18,180,42.1,31.6,26.6
182,612,6,1,2,AG_SH-1,AG,SH,SH,6,12,27,2019,27,270,39.3,28.8,23.2
182,612,6,1,2,AG_SH-1,AG,SH,SH,6,12,27,2019,54,540,45.5,34.9,30.9
182,612,6,1,2,AG_SH-1,AG,SH,SH,6,12,27,2019,41,410,41.5,31,25.8
183,613,6,1,3,AG_SSVB-1,AG,SSVB,SS,6,12,27,2019,20,200,42.2,31.7,26.7
183,613,6,1,3,AG_SSVB-1,AG,SSVB,SS,6,12,27,2019,45,450,36.6,26.1,20
183,613,6,1,3,AG_SSVB-1,AG,SSVB,SS,6,12,27,2019,32,320,33.7,23.3,16.7
183,613,6,1,3,AG_SSVB-1,AG,SSVB,VB,6,12,27,2019,18,180,61.4,50.7,53.9
183,613,6,1,3,AG_SSVB-1,AG,SSVB,VB,6,12,27,2019,47,470,46.7,36.1,32.5
183,613,6,1,3,AG_SSVB-1,AG,SSVB,VB,6,12,27,2019,34,340,50.8,40.2,38.1
184,614,6,1,4,AG_SHVB-1,AG,SHVB,SH,6,12,27,2019,26,260,44.8,34.3,30
184,614,6,1,4,AG_SHVB-1,AG,SHVB,SH,6,12,27,2019,54,540,46.5,35.9,32.2
184,614,6,1,4,AG_SHVB-1,AG,SHVB,SH,6,12,27,2019,44,440,53.9,43.3,42.5
184,614,6,1,4,AG_SHVB-1,AG,SHVB,VB,6,12,27,2019,25,250,41.9,31.4,26.3
184,614,6,1,4,AG_SHVB-1,AG,SHVB,VB,6,12,27,2019,35,350,45,34.5,30.3
184,614,6,1,4,AG_SHVB-1,AG,SHVB,VB,6,12,27,2019,30,300,43.5,33,28.3
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SH,6,12,27,2019,29,290,52.8,42.2,40.9
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SH,6,12,27,2019,70.5,705,54.6,44,43.5
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SH,6,12,27,2019,47,470,49.3,38.7,36
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,6,12,27,2019,23,230,38,27.5,21.6
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,6,12,27,2019,57,570,39.1,28.6,22.9
185,615,6,1,5,AG_SHSS-1,AG,SHSS,SS,6,12,27,2019,28,280,41.9,31.4,26.3
186,616,6,1,6,AG_VB-1,AG,VB,VB,6,12,27,2019,19,190,52.4,41.8,40.3
186,616,6,1,6,AG_VB-1,AG,VB,VB,6,12,27,2019,42,420,52.2,41.6,40.1
186,616,6,1,6,AG_VB-1,AG,VB,VB,6,12,27,2019,31.5,315,53.8,43.2,42.4
187,621,6,2,1,AG_SH-2,AG,SH,SH,6,12,27,2019,15.5,155,49.4,38.8,36.1
187,621,6,2,1,AG_SH-2,AG,SH,SH,6,12,27,2019,45,450,48.2,37.6,34.5
187,621,6,2,1,AG_SH-2,AG,SH,SH,6,12,27,2019,25,250,41.6,31.1,26
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,6,12,27,2019,23.5,235,47.3,36.7,33.3
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,6,12,27,2019,50,500,49.7,39.1,36.6
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SH,6,12,27,2019,37,370,47.5,36.9,33.6
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,6,12,27,2019,16,160,36.2,25.7,19.5
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,6,12,27,2019,29.5,295,37.3,26.8,20.8
188,622,6,2,2,AG_SHSS-2,AG,SHSS,SS,6,12,27,2019,22.5,225,42.8,32.3,27.5
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,6,12,27,2019,31.5,315,45.2,34.6,30.5
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,6,12,27,2019,47,470,45.8,35.2,31.3
189,623,6,2,3,AG_SHVB-2,AG,SHVB,SH,6,12,27,2019,38,380,48.6,38,35.1
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,6,12,27,2019,17.5,175,45.7,35.1,31.2
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,6,12,27,2019,25,250,53,42.4,41.2
189,623,6,2,3,AG_SHVB-2,AG,SHVB,VB,6,12,27,2019,19,190,51.2,40.6,38.6
190,624,6,2,4,AG_SS-2,AG,SS,SS,6,12,27,2019,17,170,37.1,26.6,20.6
190,624,6,2,4,AG_SS-2,AG,SS,SS,6,12,27,2019,32,320,40.4,29.9,24.5
190,624,6,2,4,AG_SS-2,AG,SS,SS,6,12,27,2019,25,250,37.8,27.3,21.4
191,625,6,2,5,AG_VB-2,AG,VB,VB,6,12,27,2019,14.5,145,49.6,39,36.4
191,625,6,2,5,AG_VB-2,AG,VB,VB,6,12,27,2019,30,300,44.1,33.6,29.1
191,625,6,2,5,AG_VB-2,AG,VB,VB,6,12,27,2019,25,250,49.3,38.7,36
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,6,12,27,2019,15,150,44.1,33.6,29.1
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,6,12,27,2019,42,420,41,30.5,25.2
192,626,6,2,6,AG_SSVB-2,AG,SSVB,SS,6,12,27,2019,28.5,285,43.2,32.7,28
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,6,12,27,2019,17,170,46.7,36.1,32.5
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,6,12,27,2019,32,320,50.3,39.7,37.4
192,626,6,2,6,AG_SSVB-2,AG,SSVB,VB,6,12,27,2019,25,250,53.8,43.2,42.4
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,6,12,27,2019,14.5,145,41.3,30.8,25.6
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,6,12,27,2019,38,380,42.1,31.6,26.6
193,631,6,3,1,AG_SHVB-3,AG,SHVB,SH,6,12,27,2019,28.5,285,43.8,33.3,28.7
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,6,12,27,2019,12,120,46.7,36.1,32.5
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,6,12,27,2019,23,230,50.4,39.8,37.5
193,631,6,3,1,AG_SHVB-3,AG,SHVB,VB,6,12,27,2019,19,190,48,37.4,34.2
194,632,6,3,2,AG_SS-3,AG,SS,SS,6,12,27,2019,13.5,135,28.9,18.5,11.6
194,632,6,3,2,AG_SS-3,AG,SS,SS,6,12,27,2019,28,280,36.4,25.9,19.8
194,632,6,3,2,AG_SS-3,AG,SS,SS,6,12,27,2019,21.5,215,34.4,24,17.5
195,633,6,3,3,AG_VB-3,AG,VB,VB,6,12,27,2019,12.5,125,54.7,44.1,43.7
195,633,6,3,3,AG_VB-3,AG,VB,VB,6,12,27,2019,34.5,345,53,42.4,41.2
195,633,6,3,3,AG_VB-3,AG,VB,VB,6,12,27,2019,20,200,50.3,39.7,37.4
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,6,12,27,2019,13,130,39.3,28.8,23.2
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,6,12,27,2019,31,310,41.3,30.8,25.6
196,634,6,3,4,AG_SSVB-3,AG,SSVB,SS,6,12,27,2019,27.5,275,40.3,29.8,24.4
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,6,12,27,2019,13.5,135,52.4,41.8,40.3
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,6,12,27,2019,30,300,46.5,35.9,32.2
196,634,6,3,4,AG_SSVB-3,AG,SSVB,VB,6,12,27,2019,25,250,47.1,36.5,33
197,635,6,3,5,AG_SH-3,AG,SH,SH,6,12,27,2019,22.5,225,53.8,43.2,42.4
197,635,6,3,5,AG_SH-3,AG,SH,SH,6,12,27,2019,37,370,39.9,29.4,23.9
197,635,6,3,5,AG_SH-3,AG,SH,SH,6,12,27,2019,30,300,38.5,28,22.2
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,6,12,27,2019,22,220,43.3,32.8,28.1
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,6,12,27,2019,30,300,44,33.5,29
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SH,6,12,27,2019,24,240,41.6,31.1,26
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,6,12,27,2019,9,90,32.9,22.5,15.8
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,6,12,27,2019,29.5,295,30.2,19.8,13
198,636,6,3,6,AG_SHSS-3,AG,SHSS,SS,6,12,27,2019,17.5,175,38.5,28,22.2
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,6,12,27,2019,7,70,26.3,15.9,9
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,6,12,27,2019,18.5,185,30.7,20.3,13.5
199,641,6,4,1,AG_SSVB-4,AG,SSVB,SS,6,12,27,2019,14,140,24,13.7,6.9
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,6,12,27,2019,9,90,41.4,30.9,25.7
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,6,12,27,2019,27.5,275,53.9,43.3,42.5
199,641,6,4,1,AG_SSVB-4,AG,SSVB,VB,6,12,27,2019,17,170,45.9,35.3,31.4
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,6,12,27,2019,15.5,155,43.9,33.4,28.9
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,6,12,27,2019,35,350,38.3,27.8,22
200,642,6,4,2,AG_SHVB-4,AG,SHVB,SH,6,12,27,2019,26.5,265,45.6,35,31.1
